author,video_id
266175,9
575413,24
1087269,2
871382,4
1086020,2
1044313,3
957795,108
676920,1
808319,4
538472,1
1034098,2
217244,3
399198,22
1060442,1
117637,2
993548,1
935825,1
212760,3
897407,17
1136667,1
1106075,2
922819,2
690443,2
966042,3
1120457,1
249365,1
525675,19
846192,1
1281840,1
1159741,5
186582,1
39673,2
1055424,1
955226,1
1149687,2
327936,1
737251,5
840918,1
928829,3
485997,1
334791,1
36614,205
1240231,111
694926,1
870545,1
544452,3
662434,4
366077,1
966469,2
1045984,8
825037,2
178810,16
1032593,1
1042138,34
1272691,46
133331,9
1218713,1
69562,1
27890,3
564894,2
1002914,2
1058086,1
448779,1
427961,14
500882,62
920121,4
434645,3
1215027,10
455139,1
604586,211
680421,3
436033,1
68048,1
695920,11
148370,5
826151,13
242789,1
508638,1
369031,4
41658,1
1135519,1
97101,4
811861,1
235614,4
903641,9
669547,1
452691,64
996102,1
205068,1
939498,1
181514,2
81056,1
9651,4
305115,1
1204701,2
780574,16
382810,3
1196939,1
582469,1
985081,2
291944,1
386371,1
949675,2
93664,1
447606,2
15929,7
989009,233
58399,1
635134,13
98926,36
1012573,1
711655,12
1265515,1
477304,15
1051082,4
253718,2
656733,414
96710,1
1221524,17
667576,13
627968,1
1035218,31
596696,2
497990,11
1193007,325
955347,1
675752,4
1223517,3
1062685,7
162408,1
1060789,1
801969,11
667386,5
3032,4
256908,2
1068878,18
759134,1
1111182,6
613745,1
769253,2
1028237,7
1264128,44
1154173,10
631418,5
13824,2
235267,1
699295,23
353214,58
604970,7
548192,1
193056,1
924872,4
418203,4
395747,1
509050,24
557637,11
380559,1
342847,1
845280,2
790564,10
847650,1
301577,1
685279,1
577989,1
399134,1
762635,1
435318,1
780415,7
443304,5
1086104,48
940933,3
925520,1
999882,4
694847,1
586816,1
120691,7
346885,17
244476,10
546764,10
545750,2
115037,1
445839,4
630223,29
137829,1
306411,3
165336,1
1265294,6
515575,42
595514,4
194984,1
726688,2
595048,1
569855,1
1004112,21
588883,8
639672,5
357104,1
914208,27
997142,1
1066609,1
985215,2
1274696,1
1042983,2
607615,1
382626,1
732512,4
231691,2
936426,4
18388,1
592440,9
28800,5
238262,1
198055,39
562506,1
692421,15
806073,4
918787,4
1018372,11
441059,1
1013531,1
89191,10
2511,75
154662,1
586364,1
792818,32
479712,1
1165916,1
844124,82
676234,334
1021828,1
996111,1
992726,1
851326,1235
61121,8
608963,3
745619,4
165566,7
204451,1
1216388,7
107952,2
335577,1
873115,46
570742,2
459603,3
744578,3
828903,2
782065,7
1199976,7
293320,1
823706,130
1072220,4
45842,1
1012076,2
57377,7
1195648,15
747817,5
961241,1
831762,1
1229662,1
197894,18
701129,2
496941,257
421680,2
606923,2
543689,1
47486,1
201547,1
955919,1
808127,4
74923,1
190264,2
804551,2
816628,1
941624,3
617952,1
805883,1
1125434,1
301178,2
1142519,12
610664,7
330326,1
743905,5
116825,63
7512,17
893359,1
790907,1
502340,37
548802,2
1067587,89
668500,1
1204907,25
230646,13
275878,1
972918,1
350823,26
1278716,2
1140150,3
964711,31
1155298,1
375927,83
352634,1
586931,28
1171248,1
668446,1
309610,2
650031,1
952228,49
999826,1
733010,1
521511,5
1124457,1
167437,6
889047,2
689269,10
76210,4
578397,11
647461,2
641546,3
10950,22
588666,1
386669,1
198557,1
452266,1
685068,1
1169061,1
383380,1
995507,1
430502,2
419593,1
268497,1
1260838,2
661837,1
600239,1
31731,3
857053,10
563105,4
1043325,1
379974,1
777193,3
1091676,1
454148,9
889155,10
232239,35
156437,5
594207,43
634800,5
1033211,4
727526,2
1005894,195
814874,1
1108174,2
1094972,1
214920,3
1235850,1
1022618,1
454162,1
1183903,6
361460,1
370966,1
1213070,2
456938,6
339052,7
1013003,4
1102464,3
454797,1
81956,7
1277584,2
986456,1
462193,34
245026,113
165140,2
877806,8
780955,1
1085648,31
1103346,1
178857,2
507870,3
511451,1
261634,14
187103,115
1277575,1
67718,68
933894,2
200283,1
893437,2
190359,1
1002920,1
421924,2
1248359,3
57769,14
1057958,4
450925,1
122008,6
487605,27
1089913,8
341407,1
1104759,2
374832,2
769932,1
822935,14
50257,6
1278444,1
16862,6
575761,4
704175,2
942737,6
1230425,1
963106,1
1031518,1
812502,52
443991,28
330790,24
700468,55
4531,2
1072495,1
981712,1
1006441,1
742059,2
477483,2
523570,3
499322,4
1219582,37
666279,2
1212926,2
7082,1
179630,44
653294,3
292314,4
825061,1
96652,10
518523,6
661354,131
731667,1
430018,3
1138422,12
1228420,269
634589,55
927464,19
925857,1
134467,11
255006,4
93493,4
160237,1
36322,3
363290,1
676576,3
358187,1
173977,2
262579,1
1121536,74
792031,4
88757,5
642935,2
455306,1
469327,28
948295,1
1236841,20
864301,8
303523,1
561510,37
1210230,208
508717,2
273374,3
1041292,4
1069135,1
803844,18
645745,1
140979,1
211419,4
1257211,1
1151264,2
757634,2
699713,1
417499,1
625756,127
848300,2
942756,1
511661,8
14199,1
1251936,1
1136906,4
523097,5
405947,2
509227,1
598529,57
160470,1
563848,1
827520,2
850846,15
901302,2
569592,304
965729,4
1236643,23
429870,3
323891,1
41731,63
312710,9
1123139,32
984252,1
1053074,9
294810,2
515826,2
1089552,1
2225,1
805198,1
325499,1
1220045,2
464201,1
1029625,1
109240,1
781948,6
879748,3
175717,2
761429,2
688796,42
244075,1
700726,1
522229,14
1157587,1
478319,3
233747,25
353076,61
747808,1
461339,30
437588,25
273502,2
112141,6
547789,1
513044,1
77822,1
516533,9
439732,1
1233794,2
303075,13
104602,43
368969,1
8431,26
569325,1
98015,1
1009735,2
569398,159
594017,3
554202,4
242986,4
72672,1
703804,22
424760,3
722778,1
929960,11
166494,1
442712,2
655475,6
166030,4
9491,204
205207,2
901381,6
1137009,1
52857,37
875187,76
115224,1
1093654,12
212736,1
683610,2
633318,30
920210,503
931603,1
992259,3
456573,1
936362,5
252577,3
125151,6
940377,4
833149,37
966907,1
968591,4
1008995,5
1126789,65
43418,1
512973,1
1153759,2
348845,1
48329,17
1269194,1
480534,1
962216,1
1000331,1
675013,130
1103468,4
177010,1
1054576,1
102761,3
345019,104
165968,13
1272683,1
943286,1
257855,1
617578,4
657219,1
28972,4
261107,29
1183532,1
378684,11
202422,3
321747,2
95747,39
724881,1
639360,4
547487,1
1267712,3
728321,1
306490,6
60871,1
938284,5
134660,5
462185,6
254270,2
816636,14
915655,17
926851,1
266594,188
1266870,1
1206265,2
740921,6
38121,7
587149,2
1276356,1
698482,8
461021,88
790319,1
305150,11
815828,4
368062,2
677441,86
233729,1
519098,1
463428,6
828394,33
108714,2
1039594,28
429096,2
829674,1
590877,1
957995,1
666188,6
743779,4
72916,24
857283,45
540506,120
914580,1
87923,1
970765,1
148981,2
309109,1
531457,26
791018,3
260333,498
316647,19
176549,1
932883,9
288568,1
515097,1
357904,2
1172943,1
245564,1
1270396,1
24645,1
161818,4
978812,1
398929,6
1003433,2
808730,1
583272,2
627493,1
282187,1
1022332,1
845121,25
1126976,1
617147,1
73836,5
30879,6
333569,2
33935,8
626535,8
832381,1
484671,3
1053812,51
321460,1
105111,1
769171,27
760136,1
1100794,3
415531,3
1028092,9
966386,21
509563,10
985793,2
396961,11
1049779,2
645338,1
977229,1
641556,1
300787,17
594113,319
559697,1
767871,1
952541,1
259450,2
24736,2
569688,3
1251701,1
228256,3
358240,2
982280,18
160633,1
258661,2
891617,1
92237,1
459697,4
524378,1
610753,1
96509,1
192968,1
745636,6
287576,7
243223,2
130119,270
1140205,1
626978,10
1215808,3
96661,261
905915,9
1156442,8
1004936,1
958449,1
734928,3
1074230,5
1186837,27
592491,3
1138716,95
949580,6
65946,29
240918,5175
128042,2
853498,4
605616,14
860590,21
703648,1
418335,1
981528,2
1261822,1
567816,15
207555,69
521447,1
979748,2
1129503,1
129536,34
1232604,171
837323,1
737574,1
776410,9
943217,2
547506,4
599646,26
306533,1
388924,1
238287,1
91290,9
708092,26
705434,2
391605,1
979278,8
19256,7
1065216,2
1026887,2
657035,2
588939,6
323521,5
909377,1
192278,6
899995,2
847676,1
859027,355
534624,15
1265678,1
291589,1
331011,1
690985,4
220883,2
530746,2
284249,1
213095,3
1062318,6
879998,130
395529,2
1004866,19
304879,10
794156,1
401835,14
733380,16
494743,7
455344,7
96110,1
1277132,3
868079,1
345176,1
394930,1
843926,65
1236120,1
1261620,17
661091,1
781371,1
758517,2
825087,3
485650,1
336692,2
610980,1
1247837,8
552526,62
702775,7
819409,100
1275564,1
928222,1
549730,5
1130260,3
1256285,1
646281,2
493423,2
300127,1
301876,1
1142737,55
708765,1
851433,1
33357,1
382396,5
934862,2
110968,2
178025,1
284967,1
1184429,1
605185,1
419774,2
428708,1
635350,25
1121416,1
383871,2
225471,1
1171757,8
582864,4
1206584,2
498567,11
646957,8
656974,3
739491,2
171938,1
1201196,19
780368,7
61251,1
775044,1
195747,15
448738,23
1072987,1
1036276,1
1085197,1
369656,1
209502,2
813235,1
855320,4
173512,3
293732,3
1165820,12
723252,3
963007,7
257455,1
376132,1
813044,3
935521,3
673026,1
597989,6
229908,3
1088252,1
11192,24
1058116,9
18190,4
698806,1
14200,2
1244373,1
255503,20
300375,3
1008967,1
750182,26
72591,1
853687,69
949142,1
44157,4
933355,133
400578,1
45516,1
733193,2
1270739,1
1186225,1
348274,1
470753,1
177213,16
1182029,2
1235866,2
396165,4
1132055,10
885071,3
819134,1
807645,1
1054502,1
318417,1
982214,1
1240568,1
598701,2
991353,1
859262,1
113790,25
445893,1
318314,3
178907,1
496147,11
754178,2
1223140,29
496107,3
262385,1
450506,2
379929,1
242497,1
1261605,2
460808,6
513460,1
861052,5
690152,1
982095,1
372850,1
1174405,1
1199756,1
532819,3
1159452,1
111332,1
890191,27
280853,2
478141,167
679543,2
663409,1
565264,7
773379,1
23299,1
272151,2
322403,6
73764,6
601494,1
727203,1
523457,1
700319,2
31358,12
631562,15
933637,1
870153,9
743767,2
779804,25
689484,12
934522,1
91763,1
134237,1
121016,4
394848,1
1120614,1
1039783,1
291473,1
882357,3
1222218,1
186103,3
201587,3
814389,1
959614,1
124483,7
467895,1
491186,3
339664,3
875248,2
1099074,16
414827,34
1057241,26
841162,1
1116234,1
819720,8
811440,6
1074571,1
733458,6
158596,1
904779,1
13292,13
169412,9
1279339,1
873483,22
128983,2
1227998,4
442816,9
500558,42
262444,4
106689,4
523587,1
407210,2
65089,1
1209650,3
1198567,1
538414,2
839757,2
533404,1
1145849,3
844182,1
980645,1
523999,2
357165,1
841188,6
499302,4
137287,8
660571,88
1256025,80
151430,1
1096029,8
187611,1
668477,1
551600,20
73593,9
249112,1
256002,2
696845,4
1097639,1
1046114,2
847402,8
1143277,1
190448,3
472074,187
1187972,1
216246,2
936873,15
312193,4
605622,3
222210,7
777462,3
449855,2
542189,1
116757,21
990277,3
635912,6
848508,9
1269984,8
715436,3
677801,1
147494,1
320675,1
145807,3
418742,5
826025,5
1128337,1
528983,57
380225,1
1124848,1
1253293,7
704156,1
194007,1
543386,1
109357,2
71633,2
1236608,6
369559,4
335068,1
719894,95
994191,1
261156,836
184616,13
666140,1
739506,3
79919,2
739449,2
122201,928
1068498,1
612796,4
994908,78
367991,17
951148,1
319107,17
962686,2
108222,1
569779,5
149289,25
830162,2
953134,1
1127540,2
788027,1
40959,1
446923,209
815936,1
87605,2
892613,3
860927,11
622405,1
125661,2
754197,2
826276,8
2191,1
406279,5
681146,3
746005,87
977864,1
963071,1
727113,1
1268249,5
221822,1
938905,1
747819,20
364886,1
1051263,1
328078,1
826226,1
717963,6
438658,66
873748,9
1099832,32
401887,5
822583,1
455781,13
1128806,1
1105391,2
720925,29
1215030,1
434566,2
207227,5
1175258,1
957482,2
993476,5
443163,1
875889,12
36739,56
702723,1
280271,5
376095,2
227595,7
271202,16
838517,2
379694,2
1005976,3
1053925,1
83933,16
1073489,3
265639,30
681786,3
666517,3
704605,23
916697,18
438256,4
600618,2
1263907,1
766269,7
113490,11
351949,17
27930,2
85105,1
1064469,1
1092085,1
86190,2
857204,21
487204,1
559248,2
733569,1
607668,1
1124827,1
897709,16
732070,2
224458,62
1056485,40
183393,573
1031745,14
36361,3
608587,1
1183045,2
642284,1
1026751,1
341860,1
1097381,2
506509,4
1268460,1
965458,1
545982,1
675608,8
318671,1
215550,2
33033,20
62374,1
9046,1
398971,3
794872,2
115326,13
521914,1
406291,7
1156990,1
361744,3
281776,5
555734,5
4110,4
1204333,1
241,6
1065122,25
1269726,2
467200,1
1102620,77
1187536,1895
1003430,6
778304,1
865104,22
988452,8
1270820,1
1079777,3
715387,5
1130115,10
920481,7
150194,5
711443,1
152518,14
291164,1
922178,8
1005477,487
700184,4
998764,1
1224434,2
178226,1
1211610,1
438912,1
194042,1
674275,3
1271964,1
1082810,12
1863,1
53153,1
179941,7
1209460,4
679227,1
294917,1
220876,1
1171735,1
665207,2
736125,2
525432,3
78991,3
605106,1
268283,4
617187,3
229967,1
365135,3
190533,1
399764,1
398865,26
82700,1
607099,5
986450,5
968246,6
312453,1
332841,1
833055,2
439586,5
23556,1
19820,19
1202418,1
1157314,22
173888,1
1205895,1
481115,11
119120,1
273874,1
824510,1
924942,24
779687,1
330295,2
342448,4
176791,2
897492,1
590036,217
901868,5
598339,1
1013923,1
447519,6
55752,1
606950,1
1173144,1
109045,1
760620,2
737400,1
634847,13
897784,1
963600,19
407495,2
772329,2
884643,1
1135457,2
1182437,1
348252,2
256888,5
1252412,7
1020885,58
604176,3
325101,1
26396,1
510668,17
559545,8
300050,2
761505,1
436424,8
1172377,6
946503,57
236443,16
607452,1
452269,1
989932,14
66495,2
369678,13
1196772,2
209194,8
385131,5
1047429,3
1180293,1
131869,2
1201902,1
1110957,294
951166,1
272923,5
123533,1
336395,17
1025780,5
557328,4
1129361,1
963840,1
1114231,7
628699,7
959876,7
77827,2
1095438,2
512155,18
567746,2
947004,37
578240,2
1006971,3
1272834,1
1170870,12
261920,1
1232763,3
972852,1
283715,1
316614,3
134061,6
56642,1
595537,7
19438,5
862478,26
60006,66
58672,1
566330,2
612654,1
633869,3
400812,2
892194,1
13960,27
1223029,3
322200,3
301970,21
1067399,1
242532,2
330405,1
494295,1
261359,8
144751,2
903446,8
614278,1
871325,4
476320,1
997187,21
998729,1
432255,1
547893,114
620075,3
1094422,1
242951,87
557680,2
1029767,9
255239,1
1212720,5
1246328,18
1039195,19
294170,4
94448,6
106691,1
1251505,3
231516,1
207410,4
552213,14
345723,1
410903,3
972938,1
738167,2
183295,15
550500,10
534795,2
119656,1
398064,4
838525,1
1202289,14
159609,2
974204,1
695231,5
558282,4
533196,1
791015,1
866490,19
658033,3
1268557,3
937807,5
384211,1
821176,168
1088545,39
650848,10
1042032,7
327115,1
299359,58
202450,3
366752,5
710429,1
351288,1
376850,1
735188,14
270097,2
358475,15
85908,1
850536,3
47607,2
949668,62
596034,1
294413,2
1186420,5
321601,2
968545,1
792360,5
299288,1
1126332,1
409166,5
642862,13
844555,35
520225,1
613431,1
282182,1
272054,13
1072629,2
982826,8
1018069,1
237002,7
1215488,7
873071,2
38721,7
378018,3
991846,1
441528,2
353546,5
388909,1
1010636,1
1191102,60
376397,25
591652,2
930731,1
481400,1
1112412,7
889074,1
557532,1
456281,37
784094,2
528618,68
465543,43
1018983,1
324646,1
1154821,1
703806,3
558950,1
114198,2
955221,1
1232631,30
214538,1
885947,1
702146,5
1092645,1
1183866,1
393546,15
542490,1
859439,6
868442,1
1011785,4
485764,2
457304,14
242538,147
795039,6
148096,6
135306,1
120490,16
591449,7
548021,1
611894,1
1080559,1
1025387,1
817009,4
665036,4
441658,32
615608,106
25127,6
1262517,2
878538,2
1176453,4
536505,3
536824,3
1074137,1
1217669,3
647279,1
1117373,1
32774,1
836340,2
387705,6
1011168,13
57884,6
1251644,2
634038,1
275769,3
1060819,2
280265,1
1006462,6
161466,1
649762,1
603694,1
480026,3
754881,7
1037961,139
982791,6
774003,6
274319,2
1132821,18
251163,2
1244551,1
471384,12
844302,1
680770,1
883058,1
723733,1
329431,63
582416,1
1132450,3
913845,1
904833,3
72450,3
1057089,1
803090,1
681656,1
333883,4
1103659,7
456157,3
672927,15
792619,1
1211908,79
1150793,1
685855,1
1158009,2
964779,1
41922,1
809193,13
966110,2
879503,19
1265679,1
512300,38
614019,296
187637,8
431794,1
383242,4
230930,1
386382,1
423021,2
1112184,50
576201,1
50416,2
1144280,27
1088141,2
399606,9
282588,2
175931,239
832724,1
1058787,1
1104455,2
269688,19
747854,20
808653,84
320165,33
233752,2
1071290,3
1163667,4
123086,1
385480,2
216436,1
1189429,29
1183439,6
1010472,5
1242220,259
848347,1
386140,1
1091482,159
490464,1
479046,1
632372,16
1124950,2
838938,2
358877,2
35740,1
808295,2
204071,1
1081885,22
952819,1
745951,5
806310,1
544317,2
487622,1
813183,2
148673,1
377386,12
305832,1
1244303,3
688234,1
628440,8
266209,2
540229,2
482579,4
1140224,5
317739,7
991995,1
855331,16
702843,3
820588,2
1058015,5
30973,1
516260,2
1080992,1
894567,19
230917,15
