author,video_id,likes,replies
39643,3JFRGvPq7SU,0,0
44269,YxIiPLVR6NA,0,0
50198,G3fBWRol7Fs,0,0
14290,m2pB720Qt2A,0,0
28277,991jkBCwnAE,1,0
58087,4N4eKHsTgsM,16,0
46028,dJMLAiyQibU,0,0
36386,KBTXO5l_pxQ,1,0
9180,KtmKFzH5Rmo,1,0
47576,Fz7STPD5cFc,3,0
1749,fo9EhcwQXcM,0,0
28698,GMn7bOeJRDM,0,0
36406,KvUFj-pZ9jc,1,1
10653,GGU1P6lBW6Q,0,0
11832,46RgUzqjoWc,0,0
61271,2cAxLZpelmQ,0,0
58087,4N4eKHsTgsM,0,0
3860,CENe27y_qEI,0,0
41120,Kmb0WqVjRQQ,0,0
34013,y9O6yBoYgrY,0,0
25463,j6QoArHPYBk,0,0
38431,8p_6y_Zgpbc,1,0
55555,TddQFPS5Fmc,0,0
58087,biu8T23811k,0,0
61538,AbPED9bisSc,0,0
56617,9rd7UP0Qt0Y,0,0
10966,VsbfgM1pob8,0,0
32325,YyLt6ZEzx0w,0,0
10802,HeSviwHRw30,9,0
40850,8c2ahBlTPz0,0,0
36548,k7-g40qY_qw,1,0
58087,Yt8oZ5AZ5u4,0,0
52995,TEZxnAwbYbw,0,0
13827,bzJ0p4-Lys4,0,0
33514,vPKplcpmwo8,0,0
54744,WswNtfNAWMI,0,0
55610,ZsScRtH4KLc,0,0
7880,PS_PlorW6pM,0,0
38591,_JND3HuOmDM,0,0
58087,Wzogf3AjCHE,0,0
14730,1TfPkrDRDKE,0,0
62083,PIGjx8yy2Us,0,0
9302,yu8-wnk2UuI,0,0
13163,byljXmsQeWc,0,0
53474,1mo4RnL1nac,0,0
46485,pFmBG6YUVaw,4,0
48232,NoDc0RC02CQ,0,0
55314,Z-YJM9YBRFY,0,0
26586,qLyyR3HtKFc,0,0
60789,R8X22FNmKCk,0,0
54744,3NSPkP0-c6I,1,0
59252,IjGqAtbmQmo,1,0
50833,rj74GiY6bMI,0,0
58087,93Jlh-dqYAo,0,0
6193,9uN3MdfewLY,58,0
38897,3sTIDIUSqHA,0,0
37055,RfYcOYMNuXM,0,0
61827,hApjUIn2dNw,0,1
12439,bzaPhTwYCE8,0,0
22309,kt54tXIf3f4,0,0
62974,sxRnvC8PZ-Q,0,0
44627,4pgGoW3tC7A,0,0
17225,3U696uvUERU,2,0
12486,EzWFw3KeWwk,24,0
36782,KwxuMMlAbAQ,0,0
29354,QyJy9q3WWzo,0,0
23984,AK1iEa8Gdgs,0,0
59588,k_BMu4MwItI,8,0
44431,vrqbjt0ZcTQ,0,0
31837,2vxissD-u7E,0,0
42844,wlW5c4tInvY,0,0
14054,Flvlti1G93E,7,6
11762,PaO4SGbE2qA,0,0
29276,rgbfTCV39xY,0,0
16912,wNu6v4ap8-c,0,0
45346,l5zT005oGbA,1,0
30752,-4wxd2z0-Tc,9,1
9451,jpAePxu4boE,0,0
57646,aK9wTUQTrNE,0,0
31066,biElBRj9zXs,0,0
14543,apXwW4d7Who,0,0
51956,orD6yIilR0A,1,0
58588,fpbaAzM8xLc,0,0
61271,RXo7-2CshC8,0,0
17769,BXhIT4MpRis,3,0
64513,-SJywvgaJEI,1,0
28277,lyLV-389lR4,5,0
12956,iQYzzDqLKns,0,0
6720,sDD6oej06QA,1,0
26336,htgr3pvBr-I,0,0
46813,q57o2g4Vbwo,0,0
18075,rT33pk-3N_w,0,0
50230,NeCPvQcKr5Q,0,0
37922,8qWXah4YIBY,0,0
33535,XVRwPgI9UR0,0,0
13163,CxD1LEbdemQ,0,1
30592,QYXGRsdsdYE,1,0
20356,D_axfNFkPA8,0,0
10201,-EPYdUp2KHQ,6,0
52236,TwOoWMtdWWw,0,0
41274,nCPyRVKjCMQ,0,0
33716,mZfWkVGKk7k,0,0
19216,8BLqcUFOTOQ,0,0
25345,KEaJHemntGc,0,0
17222,fJCYf1NZDVc,0,0
62866,7BU3vsPiHdk,7,3
6459,JuEwXWH4PbA,0,0
43977,lCv-rk77CBE,0,0
44553,V7HPbjsYYGg,2,2
9025,ijk72IL6BDw,1,0
1695,FBVtYKDy9TA,1,0
11204,urX1q3GimaU,0,0
12439,0BQEQ_YUaHg,0,0
55257,uDks-EQxc-4,0,0
22667,SFu2DfPDGeU,0,0
30286,khPLWaBioOs,0,0
58577,GCKHLDCCICY,0,0
4930,SBCyRhiH_c0,0,1
12449,lmztIveVd9Y,0,0
10953,9hqIy3K5nUg,0,0
63604,yda_c4P4lYA,0,0
58087,FCmMQTYlUXE,0,0
59284,X05Wn1ZAlfE,3,0
16863,gUbWJBWbbXk,0,0
20871,hJRqb4CxIO0,0,0
54744,K0lA56sKbbg,0,0
28277,rNgq7cD7pTI,0,0
23356,JtcHBfVE9YM,0,0
58087,zCQ7jSRmYLo,1,0
35512,2iq6wM-rxpg,0,0
1174,KgHp0v5S9Xs,0,0
3463,tZzSvLOrJV0,0,0
30103,UutiGVbl2is,0,0
55314,iCspkqT1Ft8,0,0
9777,tUbBKHbOIHc,0,0
16912,y5NpCykc2U4,0,0
50820,4-jc8H_wfCg,2,0
38667,Hmr8YkL-Sf8,0,0
16863,Ozpz3nduHS8,0,0
38684,zPfKy-N1FdE,0,0
12439,QdHCEfocbl4,0,0
63621,k_OZtIqLnS4,0,0
63510,SgghWnZgJd0,2,0
61115,7sZupOIaERc,0,0
9049,vG5mLY3cmPY,0,0
4826,I-Wvjn7rVvA,1,0
58087,zOL3LGaCsbg,1,0
21780,rwlGVxEqyBI,0,0
17284,JMqxsJckIwY,0,0
19613,xnxb9HDDtdE,0,0
16912,MWoswFV5RZQ,1,0
58087,UXBLhtK0ZGQ,0,0
9773,64pEDjm8I6w,0,0
54566,A0Tzh6sbtY0,3,0
19172,D0snIsVjKfs,0,0
5325,ChwDLvedMnc,0,0
63289,ca-qF8CYFH0,0,0
31558,W4tKhOpB9dc,0,1
62367,ltoy7elO-qY,0,0
16331,AHvNS4K75sU,0,0
8278,5ohcsMUjq3Y,0,0
58860,-Sx5j5RfnY4,0,0
15739,RxIIAtAFveg,0,0
15133,Mp8h9ijJwTw,0,0
9025,w20_WJWVe34,1,0
10153,V0wy2R5_y4U,0,0
22773,jydDGJrGyeQ,0,0
51901,2VZDeRL40cc,7,5
9206,CPJbyJWbu5s,0,0
28511,VVr0lQAXRIQ,0,0
49601,FbIUyTRgI4M,0,0
53677,8kLcpCr_wyM,0,0
20926,iZFXBOylb98,0,0
20150,jkQxHlr2fXM,0,0
38732,tqYiuBWwMCE,0,0
27995,VD5qslYEb04,5,1
58087,UVxj9CpQUNk,0,0
39648,9qeRJPziB3k,0,0
15232,SIssLlH6Mio,0,0
41122,a_vUeLBBBr8,1,1
30225,QbxC9vtNiX0,1,0
37149,dGO6bGESsO0,0,0
58063,fVXZpZqO2aw,1,0
10575,hBeCQj4Ucgc,0,0
26899,KUc5tR-U_KQ,1,0
32302,pO_58qQ48Mk,0,0
8585,9UGpraQfLto,0,0
46147,UX8YmRN0V6w,0,0
56181,Tsa17L5dgEo,0,0
12439,PNBlWxqcj-U,0,0
38134,RmFA9OeTdjk,0,0
49369,7OdHLFx0uR4,0,0
24374,zjbFcvpG1qk,0,0
22045,kIyo0BwvkMI,0,0
31325,Cb_LZQIMI3w,0,0
8955,sk-DFZh1G1w,0,0
13929,sGO5_vyy4Ac,0,0
58087,4LQ8B1N3N4M,0,0
24876,tQ9iU2dUebM,0,0
58625,_78h-e2rkPo,0,0
38649,oxcBteyvNls,5,0
43774,-kFH3PJKi48,0,0
25455,ZXkZwJbjuJM,1,0
29625,EDPosqwsEg0,0,0
45579,Kb_CyH4iAJU,0,0
30130,vNLS5JPLpxY,9,0
59963,asf5XgiU9CM,0,0
54273,Evbuz34N34c,0,0
4986,IH3id2t2szY,1,0
46315,wmQ6mgE86Pc,0,0
52405,sRBsJNdK1t0,0,0
31807,t3a4gmUfi1c,1,0
20063,aIvNSaPKvGI,0,0
25186,S5rEjFCoPiY,0,0
39833,tg4Feu1-_ZM,2,0
3463,62iYaTQXWlI,1,0
24763,ziO8ccsz9fA,0,0
12643,9eUma7P7y2o,0,0
53998,FAwRC5W4axM,0,0
17076,E5-Pz8-6hYA,0,0
15836,wTBLr1j3zSo,0,0
44851,Kebc0E50RwU,0,0
35361,2Y_Pux1jZkk,1,0
58796,9wO2RIEKMSg,0,0
58848,Hi6yPJvCFU0,0,0
13212,ZGnnU5P-HFQ,0,0
55571,W1WrMt64zhY,0,0
20355,_p4SdAJjLAM,0,0
59321,gbZ2a1AJfSA,0,0
35336,2F_3MKYiF_c,0,1
10802,IGdSxF4pZic,0,0
10646,-uceY-pLXE0,0,0
2990,8H7VxZ-WDa8,1,0
27900,mNmgt8HKVlg,0,0
12990,SaJnt1zyoVQ,0,0
21452,7VvCL-EhU2I,0,0
58087,ZlfHpQWDXo0,1,0
47396,uT0Mm_2IdrY,0,0
5094,mVbRAtfNqjA,1,0
3610,ktwHLAF9U6k,0,0
43076,cGoa_Hxiigc,0,0
57242,aHgW4JDORXI,0,0
33016,sX23TTSU5sY,0,0
44078,3UvtAZ20tMM,0,0
43552,-aJxQHrhXXw,2,0
12225,SUijN7g_Mg4,0,0
39533,dqgj4Vk-Nao,0,0
3508,A4GB0pkGKAQ,61,4
36087,gp4ZJT8k5_o,0,0
55706,DxiGyr4u0nE,0,0
16912,lNUkxuIT2TE,0,0
56624,tlzftT3Lmqo,0,0
63262,IcggZmTr0KY,0,1
15669,HYdx4cjrw28,0,0
54835,I-sH53vXP2A,0,0
4931,Korm094Zu7k,0,0
23108,xFoGbj8jldU,8,1
7554,kxLoycj4pJY,0,0
5632,ewWQnTc7ZFo,0,0
11863,dLcJAOE8tNg,0,0
25100,ia_mxEJtj2s,247,0
1090,Bqj95CD_MUM,0,0
58087,ctJDPjnZ3Ag,0,0
45752,wH7At6nB1e4,0,0
37086,tHMPR7flpf4,0,0
10988,_L5bKoHXDXQ,5,0
16912,2YaQX5nC1DI,0,0
39643,LXmXbDstn-Q,1,0
37927,Eptux2IqmVk,0,0
4746,vbhYXPPpREA,2,0
36799,TJMaL1R_qzk,0,0
38224,JyRPH0cfMeg,1,0
56151,y1jag6uAwCA,0,0
455,MDr64uFvFf4,0,0
7709,iD6hzBuhKEs,0,0
18873,N-fcG327ivg,0,0
5163,zJrJqH2amU8,0,0
13674,d7yzrO6mI6Q,1505,42
53255,v1zmDTiSa7o,0,0
45579,QPcPHT54zAA,0,0
25370,iAQdAP8gka8,0,0
57821,AeSl8xYEPdA,0,0
5544,tK7YfnJtiiE,0,0
56151,iEVP73Z7bek,0,0
23672,bupioiatvZo,0,0
58087,93Jlh-dqYAo,0,0
23976,uluRBI6MtGI,0,0
51507,aRzh0uozlYQ,8,0
14370,gZpb8HB2c9I,1,0
34551,ZVQHJ3spfVE,0,0
19529,LIpDihSWPF0,3,0
56073,fhOyJ0CYOuc,9,0
9490,4F7WCutpsJw,0,0
52158,aS3y3XpXGhU,0,0
48853,6wfo-_pp8_g,9,5
40563,S-_a2SKZBzk,1,0
63855,Ene2VxM3WE8,0,0
40441,TSQxdHz2RyM,0,0
28689,9-3meEOqq-g,0,0
58063,6owutITCeYg,0,0
59284,5UnjrG_N8hU,1,0
12711,-cf0H2f_bc4,0,0
7457,3gCzmNNjzjc,0,0
59391,Lpvlierdzoc,0,0
26984,3Y_rlL56qHc,0,2
15836,NxuJ3RosR80,0,0
13608,JlaFBCCfoeU,0,0
44910,GrXLwWWEyMc,0,0
36406,OrdX52QJHLc,0,0
63510,LI_QoXl9TS0,0,0
18741,6AOX-_HdFKQ,21,0
59284,xE4NsM-scGQ,0,0
5900,Ip7VmFyGy-s,3,0
25727,WvsV7eS86To,0,0
16863,V07YWjQThYc,1,0
4403,3Jyo62HaeFs,0,0
42967,N8-7iKhbQdI,1,0
25609,hCFP6jrCZLs,2,0
17195,Si4TXcIpo_Y,0,0
34335,e267baYqc0k,0,1
58087,UpdSw9JhWM0,1,0
21147,m5DBroBtE3Q,0,0
38272,sQEA8KF0Cks,0,0
58087,SG5YP6fWBXU,0,0
35421,qeIowdqI4tQ,0,0
58087,SxB3aAFInGc,0,0
32722,iGpgYW4N9TE,0,0
25455,Jq1HaIObYxM,1,0
33535,4y8JD7CEmV8,0,0
29031,uEVupDd9Ghw,0,0
7700,4OnMfwhbuck,0,0
63294,iKFW8JULDis,0,0
61250,xgo_nE32u3I,0,0
52185,JWY5QkKH6Pw,0,0
58087,Wzogf3AjCHE,0,0
43589,UC6USOV4ewc,1,0
14677,BJeTLpYhjNg,0,0
15384,67_YCvFKOwg,0,0
10802,Tx1ucrWy_Oo,2,0
7880,Nc-opdy7Xa4,1,0
64728,aVY4SFht8FA,0,0
29237,SucbhMALhIE,0,0
5219,jJhiadKguSY,0,0
31901,BVYjEVJf1Kk,0,0
35680,LmZrb0ZrGk8,0,0
20327,8g4V9VcCrHE,0,0
35684,f1PU1St7hmk,0,0
45322,49SG2ZLpMRs,0,0
17235,uXjIWBauzpY,0,0
24514,yhSpH3vYa_U,1,0
57647,5Gd9rK-lcL8,0,0
48257,ziNKGXHkEwM,0,3
19184,gCa5DEbC7sY,0,0
2990,giDOF2HgiYE,0,0
34329,_HXzFp4S-xU,0,0
30524,SIA7th5a-Mo,0,0
54691,uMAmScFw02Q,1,0
32450,ToUL4H74raw,1,0
31003,jpLPMItxsCw,0,0
9032,fThlFJLDMlo,0,0
7902,0RUSMX4wXX0,0,1
32325,tb7jwAzoreM,0,0
23984,p0K5qRxP-nI,0,0
18230,VbsBDdB9TGQ,0,0
63021,eIO2dkilpog,3,0
63516,fPaRYw_vf3c,0,0
5121,Vh6e0gissz0,0,0
42040,I35GGIogJjs,0,2
30958,sardEJDvLsY,0,0
41879,4ZymIA8IHTw,0,0
9490,KF-N1naN1yE,1,0
19259,Nv00qmcHXko,0,0
33496,g7rZTZBOrqQ,0,0
2158,1v4VEirynfQ,0,0
58087,o6LUvqPl5gA,1,0
8158,NXCVDiRazBY,0,0
10078,P2VvfzJYNps,0,0
63458,yuvi1iM8wmo,0,0
61186,cEudzZ3CSwg,0,1
58087,aa0KRhWf8tM,0,0
60660,GEHeuBQFFyI,0,1
2709,Jr4TMIU9oQ4,14,0
26832,tss--a2XxMY,0,0
35288,RCp4dkLz7To,3,0
42492,5zUjz1VlvFs,0,0
51112,C18xRiQVsjY,0,0
63962,s4DjdXahZuU,0,0
22702,Sfc4_jz8yl8,1,0
31075,U4u-v95TG4g,0,0
5329,ZIUbfaAShLg,0,0
60392,4CbU2NIJgAY,0,0
56012,v22nkr_U0k0,0,0
30497,rvskMHn0sqQ,0,0
27234,KC3MutXeqHc,0,0
9490,Rexw0YlzcUI,0,0
10802,uCNj8GeK8v0,1,0
5181,Fx_pLzaVJ0E,1,0
35225,7IDcHn5wT_0,0,0
61529,2q6_3HtFGAo,1,0
24617,RTZcOBVzjM8,0,0
56181,BdVqNfM-Xf8,13,1
8158,zSYDMwJ6gCU,0,1
58087,ctJDPjnZ3Ag,0,0
4299,52JxzhFjKQU,0,0
50128,Z04M6NhkIKk,1,0
58087,YdujYS5KwYw,0,0
8158,q77cWTAzlMY,1,0
44177,_nEQsyjjk3g,0,0
2712,ioybICimfTI,0,0
2600,H6dv6G1FWxk,1,0
19507,3ZcPkFd1TjY,0,0
56788,v9uDwppN5-w,7,6
28277,x4YkOqV5mYs,2,0
34841,M7w986ni7_g,0,0
22932,BLVT8UoUqzo,0,0
15163,657Y-yiuYSA,0,0
38563,f4xe6YjJAW4,0,0
55555,xCBKJy0AJKc,0,0
9820,nFsHAKxGNRk,0,0
9180,bMUTw6ngJT8,0,0
41676,vWEf9MJETuQ,0,0
60273,uZsjEFz0FaA,0,0
745,16C47uSl2eQ,0,0
34101,cqpFUVAEhn8,0,0
35625,jAiigNTBE7Q,0,0
34943,ukW04nnjFmo,0,0
25588,_1LFOf42fj0,0,0
57112,DccX3Xa4E1k,0,0
27234,vfRiiOa3FuU,0,0
8240,Zl5no5ab798,0,0
41733,OXLhSQ0L27o,1,0
21599,WOAYgtiL0FY,0,0
29836,SvtQms8aOKw,0,0
44137,dScBhV8FkeM,0,0
16912,y6IOvBDegQI,0,0
10434,0-881AC5BA4,0,0
2699,4hnngtwpHG0,0,0
40441,4D9LQ7nzetE,0,0
25455,HB_fCrLHhWs,0,0
62170,bPE2GxSd7Wg,0,0
1306,wIpQV8ONuaE,0,0
45122,jW4tDyGEHR4,1,0
50048,CCVv3Eas3D8,1,0
27001,Y3Kn8fDtYAo,2,0
62066,Nu3Qd0WYUyg,0,0
1698,qAXt7vhOY58,0,0
6768,kYhZ9T8UuoU,0,0
23582,s1pvzUVcxDI,0,0
58347,78kmkFSuukc,0,0
35655,J3NMFPOU8Rg,0,0
3137,4_Up9SQf390,0,0
39314,Vs2WRpu5syw,0,0
11188,KO25JYAaJC0,9,6
59321,RpYQuuZ57fo,12,8
45752,-kUISGAhGZU,1,0
8158,CdESFYgwxNk,0,0
35146,0mgLz6gGaMQ,0,0
63883,w-aAWXKZS9M,4,4
12964,vw0orH3xQDk,1,0
63728,VEnGPuI05Vo,0,0
23929,6s1zLtkv2qA,0,0
65156,IPfJnp1guPc,0,0
52152,KV2ssT8lzj8,2,0
50374,Fr3sGegZmqw,0,0
17762,sUKmyIE9FEI,0,0
19856,K8foDBekOYM,1,0
26823,vjl2eJP4O9s,1,0
7183,pGl_vsHv_9A,0,0
23579,jeaEIcaoxgQ,0,0
23678,orCH4ob_uvw,0,0
16912,WFgk2l7qjRs,0,0
50714,2VezmQF5clk,0,0
13119,NLZRYQMLDW4,0,0
50045,t6wYKII9xCQ,1,0
12984,RvGw9CVwWBA,0,0
46147,YvzWY6bS3ZI,1,1
58087,7MmFBgwBlpc,0,0
24688,wS02v_qX1H8,0,0
46505,2g92Ib-oFLI,0,0
16647,0Ihqkm1h3JE,6,0
52509,LJ-omMi-WMs,0,0
47903,kFpLmyZCjMA,0,0
39561,5Fc_8Y-QvnI,0,0
42786,ycyWBv9sebU,0,0
23667,v6T6l5m_gGw,0,0
5453,cwbsbJeFoq0,0,0
41055,wfuM715nHiI,1,0
3831,uMfyf-dXfV0,0,0
9164,1zwko8D5lRw,1,0
27368,-ry7MHHWj_k,4,1
49428,88G7gU2P8sc,0,0
58087,4_sF8WvbCvk,1,0
45233,c6GoL-9eu28,0,0
36672,gf-M_DpXDwA,0,0
27757,9pRT4MXgc60,0,1
43951,oJQkswgZkEo,0,0
29801,ESJ9qLvnhDQ,0,0
25740,_dVP3F3RkJM,2,0
8366,yJ7gR006Mhg,1,0
6579,JGulAZnnTKA,2,0
44548,sio5-3sJXHg,0,0
58087,biu8T23811k,0,0
32585,hDJi86n9-Rk,3,0
51712,U1WEdgVMznA,1,0
23517,GYp8ZOjandM,0,0
38418,IOOR9wgLaig,0,0
24961,11-VKghnUEs,0,0
41994,MQgZxEZM56A,0,0
61739,jLqnm2po8jE,1,0
13313,0KNbc9BWwDY,0,0
50069,xK9-n3XJVHE,0,0
57354,sXXfmg7tJLs,0,0
8158,4vw73p_6tPQ,0,0
15064,BWyWha18eU4,0,0
43708,ffLInJ6ZCrk,0,0
10070,EFFfVjItjyo,3,1
60392,C06HKLRh8O0,0,0
47453,YJVmu6yttiw,0,0
58087,7htfoHkEoKs,0,0
49619,B-HrDYRJMNc,0,0
46670,IrYzi2J1YY4,0,0
43074,-kpLPwEVrGo,14,0
56470,ing9j0m64y8,0,0
36571,PS2qY00VVDI,0,1
36132,ZdSaw9ooL-I,0,0
61332,hdbAscatVM8,0,0
15756,fzHoh9JZfGY,0,0
16912,3djSthRwajk,0,0
46756,9RAYRm5lmVg,0,0
38030,smfRJPh5GkY,0,0
50160,_-w1MmbR3qw,4,0
33294,T_yxZFjqQUg,0,0
64674,mHiXveYLS9M,1,0
57763,aVhd9FgIQyM,0,0
8610,QH4VHl2uQ9o,0,0
31547,5PdDdDpNXuc,0,0
34575,ATLiAjvJVrE,0,0
60273,sfh2qEMXghc,0,0
10947,yaBGCrW2W4I,0,0
49918,ceErUnH_9z4,0,0
32192,AJkOHavUH_A,0,0
22333,urjabK-L404,0,0
44099,SUnobHHAKxo,0,0
26600,GN0gcXkZGNk,0,0
29190,uelHwf8o7_U,1,0
16925,eiJMewyiGQI,0,0
58841,6U5RL274Fdo,0,0
25490,6_YUOUyQ06A,0,0
59284,IoFumLPO2nA,0,0
64787,Bti_Ag5iBUI,0,0
31325,7-O6G_zFH-Y,0,0
42496,AvAJhrUjL0A,7,1
14708,Ekw8L7rRNQ8,0,0
60392,JegYVe3Q9b4,0,0
18407,ewMTRN9So88,0,0
26503,fWsL6a6aiJE,0,0
14834,EUSL_vuJAFs,0,0
64108,AjE-KIwYxms,0,0
37926,73j5dPmawA8,0,0
53438,oqQ-TIN9NP4,0,0
18315,Fw0R0b2r6pE,0,0
31478,O4u8n_CjUDY,0,0
44805,IaEJbfHm728,0,0
64546,_z3FQfAqc5o,0,0
45094,0-uYVR7YFdM,19,0
24624,HRwrJQGzsU8,14,0
26701,tiY2-MNJqVg,0,0
63473,xTGnQIiNVqA,0,0
48997,qxVIuvYY5os,0,0
16049,UO-fvlsfPCQ,0,0
48853,OQvPohN5rKU,1,0
28811,AFoXroq06Z0,0,0
27705,OPqYZ-L8TTI,1,0
13097,Oofjq2I2KDU,0,0
59243,7YjargLX8jc,52,7
56181,ijQZ7bePOHg,0,0
17723,djB7ODdkpNQ,0,0
11302,rQxEgUf2JkI,0,0
1695,sT2T-hdZcZk,0,0
62809,3GY4sNRaB78,0,0
18300,5AjXjbJNnH8,7,3
13217,SHiYOwsKYvw,0,0
18618,RdFWKxSp2o0,0,0
30958,AbIV-LkDibc,0,0
60334,hv5lcQBv8mY,715,28
59735,pBI3lc18k8Q,0,0
54998,EEuQU6a90Pc,0,0
29619,6gjFEQiTXjY,0,0
58087,9PoAhsj4sPI,0,0
41499,KvRCfKnL5sw,2,1
5051,rAAguNskfeU,0,0
55005,hk6vpJWTPdo,0,0
5995,T_HCyM-SX44,11,0
43952,ShbTGrJSuQ8,0,0
62509,N3YhQRKjw0Q,0,0
36912,yctrhtjV_H4,0,0
39838,3wovFeJny_o,0,0
8158,ogkYOkZqX1A,0,0
55357,PLYOnp5vFwk,0,0
35626,8rRoZGv8eA0,0,0
3786,X46t8ZFqUB4,0,0
38649,Hs1J1yeewEk,0,0
47400,_YcZdLHDT8g,0,0
36306,O45ncX5IsgM,0,0
65075,3-NTv0CdFCk,0,0
20926,wwG208EMJmw,36,4
26602,XlsU_Spi6p0,0,0
38649,g1VeElBAeas,1,0
32065,SM0qutLsjJY,0,0
59434,X8TCHgSyeag,0,0
40965,erx1deZJT8Y,0,0
25149,DgskcJbzFrI,0,0
50045,jgGPmIMIQKg,1,0
58087,aa0KRhWf8tM,1,0
30177,NtfhVgSCsdU,0,0
10646,YJrcbdGEtPc,1,0
34809,hs6S-VIsGtI,0,0
51671,f3HZnQMSxCg,0,0
56976,YVhyMxN6-mQ,2,0
54744,7Lvll9Nmh98,0,1
58087,hJSimNm7BsY,0,0
37666,liBqUJwDCXI,0,0
57659,Z7E5hjRPr60,0,0
12439,OfJ2KGyDfwY,0,0
25236,dnweL3eUlJk,0,0
38628,Y1gqrRZwaKQ,0,0
12439,IOon1ECoUYo,0,0
18075,0U9Mri8DvOA,0,2
31524,dVQ6GwZqOsw,0,0
12711,vOmKS7nNkXU,0,0
5225,N0ddYXVXNfY,0,0
14046,-yqC6gdwKLY,1,0
59588,UVDVgybBVso,1,0
47166,CSFi8QAeLFQ,2,0
52454,rzyg7wt2vhc,0,0
61271,iqKdEhx-dD4,0,0
13506,65d-2YXKrKQ,0,0
19303,9sxw4Lt6sI8,0,0
30122,Hycp336oupE,0,0
22333,KtfRvAIcLQk,0,0
34590,RdOjVyB5DMY,0,0
58087,4LQ8B1N3N4M,0,0
19648,TYBi-_PxCt0,0,0
6878,NNRT1-867-8,0,0
3034,BFmtuUVyWvs,0,0
33803,Z_VcXqGNhJU,0,1
49601,5R7756plrlY,0,0
3606,6XE7GGXxegg,0,0
54265,S-Kr1GpqT4A,0,0
56181,8XpHExn_iE0,1,0
31365,ViDj_n5A9ig,1,1
15420,0vVCSUafFVI,0,0
58087,Qz2IJz1YSYI,0,0
50410,x7PpE15yh58,0,0
54744,nSOOm0IzOfI,0,0
30958,JI0ktuF1uAI,0,0
574,dqDGQFRn5os,0,0
27777,_lj127TKu4Q,0,0
60419,7mpzo-cqPTw,33,0
10646,NLZMJNBbOUE,8,0
63114,829ksreYYBk,0,0
31639,ZyC4nQvdgIw,0,0
17354,9_J7nfkF9rI,0,0
25534,dJk5SZ1O5A0,0,0
17554,jBwo4NlbjP8,0,0
49619,HO6cWZJ5zOQ,0,0
50839,IYZ-gCWfmOY,0,0
1695,pxaqYn6nGkU,1,0
58354,nUTgjl4zaEE,0,0
551,c8uIKughw-A,1,0
8158,2Uxi_vPm6yw,0,0
4525,SeSueTkNQJ4,0,0
35443,MMNf80_w3-c,0,0
55380,PYyajyfhr-w,7,0
1047,a8PQq7NEt8w,0,0
58488,2ZJOsRC-hk8,0,0
22276,aIWu_lCZuoU,2,0
62535,yobd89smJbc,0,0
3220,fFOjzBEHxd0,0,0
61256,GIC2DpQov-4,0,0
16,G26LqmFn86Q,0,0
50206,j68OjeO5RB8,0,0
14923,_h-Ro9qgGVk,0,0
55749,ih0iClXT0zw,0,0
12990,Z8jTEz_0TAg,0,0
2480,Aqn3WFH0UOw,0,0
34112,-hYj6vK39R4,0,0
59674,TKuJMlUMpFg,0,0
10009,SWynu1RFSzo,1,1
13217,lszki9fZQqQ,31,0
420,FQdeNDZMANI,0,0
25455,i_7ci7hUolc,0,0
34112,A90Br0TWV1U,0,0
64224,7UspuqZLuXA,0,0
50923,1HvWOrrQRtI,0,0
48076,aT7TMve-I1o,0,0
36986,Jrt8CXdOnKo,0,0
45425,C2wSVblrYvM,2,0
13435,QgbXZ4zrqls,0,0
45134,07fTsF5BiSM,0,0
32116,L7TbPUOn1hc,0,0
9392,H1SDa1EuOok,0,0
17694,CR5SE36AYhw,0,0
38898,eDxsDwslmew,0,0
58347,m4o96LOp5oE,0,0
58087,f3CKBOAwgAQ,1,0
60564,kapDjje4Ls8,1,7
1052,Sw4raj8ebj0,0,0
17057,kZm66nhjmBU,2,0
5447,HIQ8oSfuKtw,0,0
13702,x5UGTfL9Mw0,0,0
39702,M8GX0cZ-xtw,0,0
40302,LNB64Yw3iGo,0,0
58138,7pwmIandWNA,0,0
62235,jh3syx7lKeU,0,0
58087,aa0KRhWf8tM,0,0
33935,o4iKM9LoPoY,0,0
60093,H-FErqOnP6g,0,0
60273,3FqC8EGQ534,0,1
299,4NDYXVKx2Jw,7,0
29330,812G1J2JMj8,1,0
2000,9KnStsyAGCs,0,0
6057,lChazAhglWM,0,0
37086,CtqQEHMzqKM,4,4
19529,NHvraTO8mU4,0,0
62268,KDf76dJ99LU,0,0
29348,O53HANUi7wc,0,0
47683,Xck0Ji7TS-0,3,0
41558,LcZMCcbcPSc,0,0
25149,JpLLkBGMJvQ,0,0
20226,RCchnv_Fogo,0,0
32506,ukpe_ojXuhA,0,0
5505,FjYx-jZHsfo,0,0
19172,32vo8IXz-cM,1,0
51112,-nstYQQCKj0,0,0
5667,8PRqEP_PKk8,0,0
13827,WRvSCgC_L0Q,0,0
43182,P-qdsupQHT8,0,0
60770,AdWBLxljpMM,3,0
30331,KpULC4sHigM,0,0
36759,VjccHZF8ejU,0,0
12643,0pEBPDROsAY,1,0
51956,98n-c1F3yF4,0,0
9412,4_w0IDxh-60,0,0
54744,ly1FQsK410s,0,0
1542,9bs41uO6v4I,14,0
33997,e_mY7AtxHuo,0,0
59588,os7goM-CxJo,7,0
59476,l3WPKznFvfk,0,0
