display_id,num_comms
ZABCeVA_ung,2597.0
DKE7YTbwgYg,1.0
sOp1chcZTMo,0.0
HPIB8pAvhNc,0.0
3lRf9AYU0tc,5.0
BXmBENnBYR8,58.0
J5Y1hlfFL-Q,1.0
KZybeRqcHTg,7.0
szZrBH3TSAo,0.0
B8_9WBVpqm8,41.0
VDIYtoBsSg0,0.0
WgwW_9Pnnh0,0.0
pTjFDtpPLj0,0.0
vAzyuGHLDcw,0.0
tGU-rGCJtik,0.0
TAwI9eok5Rk,58.0
rRrgK_AmASw,59.0
dpl_1eTBM-I,17.0
Jd4vTAJ-Q14,255.0
kbW_2sEMeVE,0.0
lg9IbEVAYew,5.0
ZYYtZGYvXYs,0.0
X3UTUPNMjqo,1.0
2pe_dcpkWwU,4.0
KQvxLemVfzc,1.0
qb-HvuJ-eWM,0.0
fVmZNyqQc4c,20.0
JlAqrmwxp5Q,2.0
Ee6Nga_BWAg,322.0
-udcnymQM8U,1.0
mtNtTcYtO0U,3.0
H6Qaswzw1Ok,19.0
YaFz8npbLu4,2.0
lxuLjaPLMvw,6.0
tX3Thxsyu4Y,0.0
a81dpoxhVOY,0.0
LsBCaTMCL5s,7.0
sL8GKKN-1vQ,185.0
86cE3ZYzNng,27.0
uC6d0mSc2VM,62.0
n9SZlkfkgRk,6.0
3eSzqlopg08,167.0
wn7lhzMxXEc,75.0
vw1iFUbk_9A,28.0
4dkAmQqmtn4,408.0
bFYgc6wqV-I,126.0
NC66Gg_XHqs,356.0
WpfWIizrd6U,15241.0
JNHX3P7kEqc,1030.0
RzSWl2T_Xo0,127.0
9w-u1-AcVdI,26.0
t7a8nLmtMiI,0.0
G_IEeFtjkDM,1.0
gOAGIS_z5vs,10.0
XiBqwj-U1Rc,56.0
NGQvyvWQjXI,9.0
1sKa2mEHpAY,1.0
a8E0mjHH8mc,1.0
llOAcxwtw-o,0.0
tdaey5qPMBk,0.0
RgRgmhpFFMU,24.0
lrsHeD2sCqM,0.0
00n76EBr6nU,12.0
GgX5HwSnBbQ,0.0
NKIZDMm6bI0,77.0
7C7zQc92vvc,2.0
vx1cDbUs5Ts,5.0
dJOEM7bVy80,0.0
plJ37Q6e6fs,0.0
qGcBdcL6CK0,2.0
2jQ_lw-Rfq8,0.0
vVKLDe9ciFY,407.0
08KD6uMzeN8,16.0
vKO1PEP_uZo,160.0
_xow4PJ41cU,1.0
UvUr1Ez6FQ0,1.0
w5iTBt13VTk,0.0
ngNXXd4NOGg,1.0
DMrm3wCtjos,0.0
XdRQLNDVC04,0.0
mHw2BIQA83s,28.0
L-SLEUUto5c,10.0
_5_VDz34luo,37.0
vEuHZULTg_I,0.0
Iltg8jJGPUo,16.0
txp2_0umQKA,16.0
I3nkufE6AGE,0.0
ga4Y20aYXXY,0.0
qo65s39kNKg,0.0
CpbHpkHCCyk,11.0
IARN2uPYcMU,88.0
Uz5DwfNpbQU,2.0
Vzo9AzLEi2w,10.0
O-RIEEbvy9w,3.0
Uhlyk9hhxN8,1.0
k1NiQvHrxXY,3.0
dqauhGSbCB4,14.0
zeVMzNNMmOY,87.0
t5is3wq06bc,10.0
NJyniVmIsXs,0.0
mkbDMJJCMvc,394.0
k-Buteivqf8,0.0
GcgPoRg_cY8,0.0
3tKYoINzA3M,54.0
oVWKh_8TnXg,3.0
rKRlyoaEWck,36.0
AB4LALugBXs,0.0
knbHLY3VwB8,3.0
P7lLFswEyw0,0.0
FJsCGVnal_c,1.0
a1QKFCg8zhs,0.0
lozwL9-Iauw,0.0
HVAlTJzgbys,2.0
psyKwMQzdSo,0.0
xgHIGRRPrVQ,3.0
H4CQRPbSDNU,9.0
hhYY9cG1zng,1113.0
m7YeTI71TBk,0.0
huvtvYYK67k,0.0
jqwEUTizzOQ,0.0
U3NLo2QybGM,3.0
ej_PRRRtFBE,29.0
x8oObNlnqnM,16.0
PixCRB8v8Sw,9.0
O2uaala5Jf0,9.0
557znPJyPBA,27.0
UOhFbA7eavg,20.0
bjdi48QakyE,590.0
j7_gN2bp9rQ,0.0
F6E6aCN2WTg,0.0
tNFcH3IH9Xo,0.0
1FMAak6e8sY,36.0
rKh0_oSkiMM,6.0
d8MqUNW2EDg,152.0
fHEXcvX52Qs,0.0
BgkAvVckayA,69.0
otic4FMFxOE,2.0
I7PsFD9UuY8,1791.0
8L_ovArUt9o,0.0
fq8z5R20rT0,47.0
oMUraBHZyAU,0.0
qiuwhoyltbs,0.0
0DAsreZj1CE,0.0
J8NJOYJ8jto,0.0
x9KCS06p9JM,175.0
PkOFybZ4qPQ,2057.0
Xv8QmDFao54,77.0
Ct5yTIQ0Kn4,4.0
HAzizhS77Tw,0.0
2DtvAVyFsrY,0.0
cnh2AT7O6aQ,0.0
U5fX2kBH7PQ,1.0
jUH6XA72ZwU,3.0
96Uab3UfvCs,5.0
J2X-yieMc4c,2.0
i_klT1L2NR0,0.0
IbUEOBAJQV8,747.0
vTsFKiaVHT0,0.0
CiAv8CwxUck,1.0
BPz8oponF04,5.0
FA23XYQ3p3A,1528.0
7Z4VcVi82vU,18.0
CcmVhzGzdjE,80.0
TCG5G66bEnQ,2.0
z0YH_fAo1U4,23.0
_a8kNsCdXc8,1.0
F4HthqlmCao,4806.0
7QbT4uwvGws,0.0
YEOTJMekd-Q,0.0
vnuYoIlk4CA,8.0
Lbc5yEUhzOk,0.0
xUyFG_x4NC8,0.0
RN0uQmMdXrM,0.0
LRATUbN24hk,9.0
1f25AusAk4E,315.0
tDehq-dwrMA,8.0
AvIKJwzOHqs,0.0
AGm0gKhK7no,1.0
zdVtpUvrI7Q,90.0
PnCOnlWCWf4,12.0
4YZSkU2E6vQ,82.0
N1VV53ym55k,6.0
Bgh9K42P-a8,80.0
0Bd3MU5fNto,0.0
Ns948oTIbWw,0.0
mEcXYGJY9dw,64.0
zXmzFqqBdRo,0.0
T8o0ROxgzhI,5.0
2HD87Ixy9p8,129.0
w_EMJlbzepc,4.0
RoGllEkyaZI,0.0
LFa_iIHL0Ic,5.0
Cg9IKzL_P28,3.0
Mv9bAF1B_Oc,0.0
c6pyOA8ts6o,7472.0
O-lDt1VymYI,383.0
d06UwSLGiCA,5.0
9OjDx_NwaJk,4.0
PrtYhZJL2PE,0.0
YzwPgtaF504,13.0
JjPtgDhG-Wg,0.0
9hYN4OKJbr8,0.0
9Ysy-QNXQ20,68.0
2t5LOGvFcZ0,12.0
Pw2Yjv88Mfs,0.0
MTTjHKzO7bw,14.0
WqyM_kz7OY8,6.0
rR6SY0N-WU8,96.0
o5BFEHQDpHQ,5.0
srKmhZhZ5OQ,14.0
UWpUUACZQl4,0.0
WIivrqv44oI,83.0
4wm6CuLMVZA,113.0
Jzgb0-LPsVo,0.0
NnFFBMvMT44,276.0
rK8KVyZu0dQ,77.0
NyHdh6CqdXI,63.0
t9tfBYT5qyU,391.0
15g-2we5P1Q,4.0
V_81whPVndc,224.0
x5GFsUB4IbI,0.0
0kC3CMIw9pE,10.0
duCJOozVhk8,3.0
ZchfWdCQ5AI,27.0
GpPQyK47e80,3.0
q3YfY9ebzJs,26.0
KcyPT0uPPj4,0.0
aSMPdXahjxA,8.0
NCVI6N_kxI8,135.0
7_4rjNj-mPk,0.0
SNhiHOR-dT4,5.0
3Ty8fZw2sg4,0.0
AJrYXzSlwK4,46.0
M-qa9uLzWjM,254.0
2ZGz7dUD5T0,430.0
Uj94OouqQoE,11.0
9pjwmNn-grE,17.0
fQyIAUbLG-E,0.0
nl_E97LU4yc,0.0
dxlHbjs-Zn0,2.0
t1RqaSG1lZU,0.0
s31PWLSRW5o,1.0
KHtBLbvYUnc,0.0
bP9Tm3ssOhk,8.0
Amc6-LE_nBo,7.0
xEK4xAIkQLI,29.0
2rLBQXY6bjY,0.0
eIPpDIDI7IA,3.0
52qerc-AicY,90.0
rxK6qbRdObY,90.0
MZAyDXZnaQ4,122.0
f-0X1RTZQUE,0.0
QHC4fAAwT4I,442.0
lI64BJAHeCE,0.0
3qSUmXSMdZQ,0.0
guvHNjqyaww,52.0
RKlrYENGzx8,4.0
i58Ab2uVnzA,1.0
PqLNv2CNuoU,0.0
xWJZ3BVt3pY,19.0
3dR0UJ-ZwsA,7.0
KTaGjWKne9M,0.0
ky8-sOQM-kc,16.0
II6V0Y4hYfs,0.0
faTjuVWxDgI,1249.0
UevaIYFL1Co,6.0
WatbGh_iMeA,129.0
KDaZwb5sGm8,406.0
tpZTuAfpwns,23.0
cdEM_U8J9ho,0.0
56lB6wtsLWM,634.0
0w71e5EX72w,3.0
5JUweqywoWo,148.0
nHy8ZOhZtfc,40.0
ljw0lAKRKwk,9.0
NFzVXCMosXM,2.0
beOvPl1EcaM,0.0
hAm1OxYKPE4,0.0
XxwP-TiRsoQ,156.0
PZC_1Ckddxo,14.0
dn5OIgEfjiU,4433.0
pm5PHtEcCnY,0.0
kZ57EHRa8g8,0.0
hwTQwHpq514,4.0
zpfKpGrdZRo,0.0
QgZDPJhuq3c,0.0
sJoSVrqGG-I,0.0
zukaQeYdfT0,542.0
73EW1I0a6IY,1225.0
_kN2qhKIk68,87.0
rB8StgkqdQY,39.0
OFPwzzB9D6s,0.0
Olul7smpO8w,0.0
WVejvcw9cys,1.0
o-E7gZyfmxI,6.0
oW4ozh2sGQM,466.0
DvXuZzRQd3I,480.0
sctnvPRuICc,0.0
qyYlo-HTbDw,0.0
g4hO-qIb2xA,1.0
pyXa8taWlkk,1.0
DKM1X91c5rc,18.0
F3ACqu4ococ,42.0
rsJzg5uesNw,42.0
_tBxal1kqP8,0.0
IxbP2mG4Yns,0.0
0UZ-cMwZ2Xc,0.0
NrSV_rywgvs,0.0
YoQTjc7euO8,3.0
kFVJhz2dG5c,0.0
Cwlt75Ukg_s,4.0
wWFR-uu3WgA,306.0
iRcX2XwiOqM,16.0
1L-EV4qe1o8,1.0
g_NPVX2jU4s,1.0
GDPFO9DHS0A,0.0
e66aYiGqmas,0.0
ZoTTKlRZD1U,7.0
4lQ_ZI4JEgM,8.0
NKryGMq7Tf4,7.0
hfqA_9LWXIA,45.0
PHkSK0PrETQ,0.0
hJjalWqOhMY,62.0
PkT7S089Q2I,0.0
H3UYlxDf1l0,0.0
cOsFf1Sk7qw,1.0
sSfmSByBkNw,439.0
COeg5pFMcGE,2.0
VAXPwEJY3_8,54.0
KQoVKIKfAKs,3.0
8EEr3SJE9mw,142.0
JSaz1iZBdwk,10.0
Ar2MTKl4t9U,777.0
SUGgGir_csg,0.0
Am6tjfG8KtI,12.0
Y1HED1FBpiQ,617.0
GWsZ9gkjKzY,349.0
zIK9rx_A7v8,1.0
imQ9GFcpIG8,1.0
eiMerUCcmcQ,2.0
9LABiKBUTY8,2.0
nHCK0WhAVeE,4.0
wcHQF70IxX4,0.0
hNTo5owsEDY,0.0
IM-G45xYeuc,1.0
tgBIBjynnQ0,1.0
PeEuXJOrFjo,71.0
gIX4IoTKPjI,64.0
sfR9l6sWtMI,40.0
6sP14djt8SQ,44.0
y_2DEwANPSk,0.0
SC_fTIoE6ME,0.0
J2BPMoFSOpY,33.0
r80pPmE5yWU,0.0
zwl7MSutO2Y,0.0
KW5kak0phwI,25.0
PCZNnJHCd9c,20.0
6wvswG1JEfw,6.0
Txz9INUyNB4,191.0
sabsmeqUMts,57.0
YnpgcphXqQI,213.0
2vHl24yv8ck,0.0
xb_7ylZZNUc,0.0
Sm_3M4PwUEc,72.0
-ugGZX8m0-M,0.0
MfrsGZlCvYc,20.0
DtZ8vb-SX5s,0.0
K4rJ6_N9UwQ,0.0
uGuEYRvEbAc,0.0
Z1oeVYP303A,24.0
xtr8bSS5wn4,22.0
2kC8oGrHAyI,11.0
KK732eBlvAM,225.0
T6DYZXPVio0,5.0
snLGwQX8aVs,4.0
zfyk1zJT-0I,0.0
mA49Glyu3iA,50.0
-pMoM3YeZ_Y,2.0
Mh4awNJj0Kc,0.0
gdlGkmbkDf8,5.0
Ub_IvyMWcPQ,11.0
vUiJokR1hdc,0.0
OYiCOsMX3Hg,60.0
wAQzlWiMVtc,19.0
wdRRTfJn4YE,0.0
Cu2L8rZUFpM,0.0
CNyjRDnUjlw,0.0
TC1DIPJHlj0,1.0
hAiEIutdODA,205.0
WQzGTQ8-9Tg,45.0
62Dz-JZ20vE,0.0
etHbYUmUey4,133.0
VvxuEmq3aeo,0.0
0TucOHy7-ao,16.0
hI-Ye_WRN9Q,30.0
zJkFQc4ElsA,105.0
jsBRHGfsLlo,17.0
nw08ndt8wYU,12.0
JJbgNHkm54c,0.0
vqE6nPzWHxE,798.0
SNDXqcN8evQ,1.0
VtehXb-AgHU,1.0
AcQQOJhHAp0,8.0
vZli0AkVTww,0.0
LtAZwGmzAPM,4.0
gdcFNFSRZc8,2.0
qLfShX2n0qo,2.0
r4FllbseQCA,0.0
TxzazncWi6g,390.0
Vrb3PG2hWcg,0.0
LrTBIafsokg,1.0
GUDmBVMtJZI,44.0
EXNt4wf6f3s,1.0
7ToQsmXtuWY,7.0
rfOC9U7-dko,1.0
Tx3W1iG-w2M,523.0
ndbptbSewfM,1.0
2J_eIW1HX6A,14.0
PDsaXXywBV0,9.0
_aWyXIZoOBM,27.0
vmdRJU9_me0,3.0
-AnFh9h9z_M,0.0
9SeqBuiGNlI,0.0
shrZRP6zRoQ,3.0
PhMJsvV-ips,32.0
VcUQ9_EhvDQ,61.0
_vMSNB3MqeY,10.0
fQDis17kaAk,46.0
ig92GIe6NhQ,39.0
sQmdn_aBKqA,195.0
SVCNqalFNHs,38.0
_75q03sOQns,117.0
6Jg5ACxNlDU,1.0
Cz7PMAApqic,11.0
HSnPdhH5o7A,0.0
burBeAEExFk,4.0
D36dxWW09Bw,30.0
u4Q6u1a9u9o,89.0
PUsvDSFxNSI,14.0
cInlXPpHTio,6.0
zYq748S9NxI,27.0
gKRBMNhxnmA,18.0
P0Xs4TZ9lnk,1.0
a8f7Qt6ZaGE,2.0
gpBLqm2nYf8,509.0
iIATiTAnAWo,2.0
EuPdM_bsUeI,1.0
9CFPjb6wvgg,5.0
qQHfxNaKODg,0.0
EME_n-_6m6Y,2.0
tV4Aa5VZqms,0.0
Cod9JrTjIiA,33.0
hhjAKLOvgV0,1.0
gjRxiPeb3JY,2.0
OSIzn6Eg-Ik,157.0
vo6MqYc3L8I,3.0
MCob2nAZ1pw,2.0
18DXtQutwTw,139.0
bcCVUHmQ80I,0.0
_VHRgZm77g4,3.0
dgnJboQdFpg,2.0
02SG3dB3toY,12.0
bk6oGzq04eo,8.0
XRE9WC91HqA,0.0
yY6c_-CTQJs,0.0
HrXT_H2Yycs,44.0
R7a8JNKu1VI,31.0
6lXRNkhrZH8,6.0
HN1AT9vlAXo,251.0
iiPTTZWJzpI,88.0
tx6EeNQZIBU,0.0
IfKa3RCRdVY,570.0
jiZzEmp2YIs,4.0
m3X6kFJHYNU,32.0
R0FI7XkOKyM,23.0
Y9OLxSjye18,334.0
HFhQePl7Rlw,173.0
7aTlnmlmjN4,267.0
F-r3NuHh5ZI,0.0
S3Puy2N18uc,0.0
qxf6RkzGC4I,0.0
WsOngP2_JXo,0.0
-_wX0rWuoV4,12.0
raQUf3LOdvQ,22.0
IyOX77dq1VY,1.0
6wNjc7zdOcc,254.0
ZAxof50H_2U,4.0
ELIZPTmXEIc,3.0
Z0aZ9uT5hRI,20.0
TwgqN7dxw0A,1.0
14Zq3k9Z9z0,43.0
fq97qdnYRAo,42.0
QOJfVmkyHDQ,2.0
7wTOyu0id9w,2.0
W_k7nmu6wUg,6.0
8NH2pTj5WN0,821.0
4rWDK1tILWQ,0.0
yLbQNNf8ixk,2.0
FvN0bZa4lSY,0.0
4S7pYWzbsZs,60.0
ZTN-sNXqWJg,29.0
Ssvd4IJJIeY,407.0
IK0PzfgUK0o,2.0
G2CgnAFeSkQ,0.0
Sa3SAHdp11g,1.0
WH-5d053WSg,57.0
f4FHkXWrf8w,0.0
Ky8P_ARhIeA,223.0
I2KX8yq6H2I,0.0
exCSaK5bJk8,1.0
dclSxQR2xIE,30.0
_kRBj36VT0Y,1.0
GjOR8SKUasg,0.0
9uPBA2GSmpg,0.0
z1-HEbS4ygk,25.0
miQkxF0t7uE,2.0
BIJpbWqgGT4,0.0
wwsnyexoGD4,24.0
DQfKsGEHpQE,0.0
Yqn6XKkjJq0,0.0
-3ortCRsFjA,145.0
Mrhn3lyZETs,2608.0
vMG_C-Cj0h4,81.0
h6M3OJIFIAo,29.0
IcoMeFoMJGg,1.0
AWdWQu2zSuo,0.0
HL54pMg9YtE,3.0
SQmFHtvNjlM,8.0
rziZ71J8YSw,47.0
Las0kPACuVU,17.0
kort-FOlMtQ,158.0
rNpsbU1Emlc,129.0
Air1jqBu7gY,12.0
hIj57QxUxXE,1.0
n5wFAXZL_5w,531.0
FsB20KDt0Bg,3.0
I9buV8Klnlc,0.0
iI2Gr4fT8AU,1313.0
5vkPjxHKcEE,0.0
GbQbjfVFIm4,0.0
bqrypsYtHkE,203.0
R8steL-9kVw,42.0
mKUAfdwGV7Q,228.0
EQoz1TkfwCU,5.0
4OxfzfnXLng,0.0
bmsbNbILmj8,0.0
38QT-K3rTKM,0.0
Y9pBJWDYgT0,0.0
45ypLhztHlU,1.0
qk7s28BlM6w,0.0
8k1k6Ia-VD0,21.0
1i-99rkxJX8,240.0
vW3e2X0OMpA,0.0
qKUYgpx2VdM,20.0
WiNqKDlcf_M,60.0
IDcJ16azbgA,4.0
u8HnQi5XFZI,51.0
2M-oA7mLSYM,1.0
VjMQKpffJUc,59.0
wAmuWBwaVnU,204.0
hJCa5M3FkLc,0.0
ZHAxwtjGiCU,39.0
YZMhzBARteQ,43.0
ZMwdXVBpHYg,40.0
S1o_FXDpue8,50.0
oERXq4DC-wg,14.0
smIYFNhXBUY,11.0
gA-QleCSK8g,5.0
t8-eRr2fHSw,12.0
JOS5TYgZ0ng,61.0
RtQia_f67ec,4.0
iUGu8on7o_s,11.0
AWs0WyGRmc8,724.0
OCzda-0CiZc,0.0
FWYOmTmvo1o,0.0
xXYKjBf3Egw,62.0
-hAh339x5ic,0.0
qbpXW10eXjY,76.0
6X2k64nUPi8,180.0
mnup5XSIhME,0.0
RNDpezyqgRw,0.0
C1GNSjo_TYc,0.0
h625tmEj94Q,0.0
JY0pWa2g8-w,1.0
zuknIIwGlRo,44.0
clHtzvPfNQc,13.0
bbrJbkK99B0,1515.0
OVxdKN37LEo,1.0
Skz-FsYpc9w,0.0
5N_x0cwq4Hs,69.0
q3IBkNA8RQM,2.0
teMSTGZP8pE,87.0
YffM4Rw_HQo,53.0
yoPi3ISaw7g,23.0
gMA7jic8XoM,484.0
vyeYvcyoXNY,141.0
iZZapzozSsA,114.0
sEgU1Ld0s_I,2.0
YwXBvXkVJu0,0.0
_TdemdsAZco,381.0
H0IoE3FPaew,0.0
zroVrq5f6Hs,666.0
8r8wsl6sLZY,79.0
CUJEe6jiMiE,0.0
MgozmDYz_c4,66.0
xjUB4CZ0DnA,0.0
fozLvtzH9Yw,0.0
lKI-ekCssbE,27.0
Gj7Hg1pbYm4,788.0
pieYX30KaQw,5.0
9mOlKs4SHQM,32.0
jGJE1eTEq4U,1.0
dFx1IFFlFDs,4.0
7ZV7dI71Tbk,0.0
hPa_CadOl54,5.0
h-OAIeX9AWg,199.0
WUzUbWkJPME,186.0
t3f4PVWyRM0,32.0
1C9QeCqLYNs,102.0
3oK3QV-dKrI,43.0
duO0NmRObWE,1.0
-1tScqMyk0E,37.0
US0d4szYMGk,1.0
_fHDf-FPIgE,26.0
-P_5_y5A4II,105.0
hYp72O8Z_Cw,59.0
rg3-hOk3g2Q,0.0
Rtqou9EgGQw,11.0
Mh8HzdzXh_M,14449.0
nGnjE0OE8qs,81.0
35jzxbmfDss,45.0
KwqPK38duuQ,13.0
re3rMYqInsc,18.0
FufYyC_9FD0,2.0
-C4dILcX2s0,4.0
AyaIhHebiN4,10.0
VxLnbq5ZOI4,0.0
Hq4T8Pp24Q8,0.0
ZPiSbBepjUg,19.0
bpF2A2GKAkQ,1.0
u3KwxndGTTE,0.0
SSHWpY6OJ_Q,0.0
HdeReJ8zxdI,3.0
MNaBYL-oO6M,0.0
ZkgIgIwqdXQ,309.0
yI2-YMo6nAs,73.0
xOOPF66cczE,4.0
OU3BmYzmc2Q,3.0
o5nAe-G4a6U,7.0
ZFL2-b4lCck,0.0
5ZiJHgkcSZs,2.0
nwjD1wO8EGM,36.0
3ONUTjzhDss,15.0
s-0uxplNmlI,9.0
GBDlxiz7c7s,0.0
06BpWpISTAY,5.0
YrgWJ0eEHXI,0.0
iDTE0oTEBp8,3.0
vj1gqqflzfI,0.0
-HAoznIs0kU,17.0
MnL00ucVj7E,0.0
1gyU93ZFPnw,0.0
vis3psfsm6Y,5.0
k4lesfW4JV4,10.0
vD_WUqhbNuY,6.0
A4ZctYAtz00,3762.0
uPJEJ9AxnUM,7.0
MEoOmE96v0A,48.0
eNG5iP0Ib2c,1.0
fjubfU-2HBQ,5220.0
DLeRw0yT2pk,2.0
QgeIAuG6TdU,451.0
wXr9a04Ad_8,0.0
uk3stkE8piY,32.0
rlbO3-GuQV4,31.0
6CfWMWmTO5o,35.0
JDh5w40bK_w,1.0
EpiyLbNFkBQ,0.0
5hjjQCc1qTA,149.0
uuVZt0ZYVIs,228.0
B1hd7ydxBzs,0.0
JFlYSeziU_Q,176.0
Qi8Bmw0t1k4,1.0
J4hcDNp_z2k,1.0
L7P-8Oio6lQ,18.0
YCjh0ubqRDw,8.0
2yqDZKzBiHQ,127.0
Go8_deLvgvA,323.0
BH_1Znz1yp0,0.0
jOpyMOmFw0o,140.0
xlJFczE9sl4,0.0
pY2y2Y0QAWs,4.0
1qd_d-Riq0c,0.0
SLxCyXqxaaQ,2.0
keyUsQewR98,1.0
UsVe5AzN8YI,233.0
6TNnjIR9WMg,1.0
saMt7J6xwl8,84.0
DSM3PXMCAWY,0.0
VvsbUSyZnQE,197.0
iTB6SKMj73g,5.0
CVUWPlqFXOk,67.0
rXxVObZ9VP0,0.0
jX4Aa5jLEao,40.0
1BT61F__0zg,23.0
glJxaJV68i4,0.0
-ZEA0RJ6SYM,0.0
-7ffRt8WnTU,0.0
aZjb6pGgPKs,0.0
TgLyTwD01T4,13.0
mWf8ieDqLQ0,0.0
RHv6KHFy7M8,0.0
wL9_fR-PEHY,0.0
z62RlJgO7b8,1.0
cULTO2TN5F0,5.0
3Gw9iOzCunQ,3.0
dKqo6i_3HYg,1.0
je6H7gm_TEk,2.0
7TqoeMawnnk,0.0
FkQw21GXjok,7.0
HIqOc0MW14Q,30.0
6B88IxnKhIQ,1.0
4UFakjyQo-A,58.0
uZRDx5FR-3I,3.0
h2QZJjXsW9k,2.0
01kvv9KsHzk,7.0
iwHShpQxlfs,0.0
Ym7IBOAEm6M,4.0
reJAr1ErVns,14.0
khpaPA0by4Y,12.0
wmll39bgVjE,68.0
SLGe6HWEcjY,0.0
FGZq2vfigF8,98.0
1QodiwzUJHU,0.0
wngTJ7QzAys,249.0
nA1ym5Ws2hA,19.0
f8qa9T6bXUI,0.0
5poTUWaKqA0,2319.0
xQTOa1bprlY,0.0
FGdJHvdnGnE,361.0
UXfjqb7tzEw,78.0
Jb6EuNhWF1k,23.0
hYx61uZ6lwQ,13.0
8thcMKppwQw,0.0
u2YY-jhfVCs,2.0
OCqdCUy3_aE,42.0
jukceCaEY18,738.0
HD0O2XFKRC0,12.0
Qktpc_MD47c,0.0
o6eqmEVK_hY,0.0
b4ARSflKDcY,2.0
zS8Iwy5eP8o,2.0
Q8h7Gp5UJI4,0.0
L3uLgOUJxlo,892.0
OaawjhX9Jbs,120.0
p6IS_TOHqHg,0.0
4OeXNeAO2L0,0.0
QK0qA37vTdY,18.0
HpD4qy716g8,0.0
Geix7JSoW-w,0.0
Bj1CDbq3yX4,0.0
qb9yus_LeKU,16.0
OTgGxgdHKfo,0.0
4Hc6cAinoBY,0.0
2FmMb8v-eNA,0.0
JhSerXjUw1k,0.0
E-a1h6HB-Ow,30.0
Tm294767nzs,0.0
KcyQ8PSCMEs,0.0
dgZzS3dBwJM,0.0
1KJ07-mimjk,4.0
n_k8v7NWnmA,0.0
M8KYYgJuTmQ,3.0
0n-YfrggxtM,22.0
37WvjxKdzD4,399.0
6cbNTuyFHNU,900.0
MZADf-sATHw,20.0
g1Gl2O8FxFc,0.0
VVcx8wgHdj4,3.0
Bx0UD0BKWGA,26.0
Tmdgp9JSvFw,1.0
sIIRwv1nFm4,3.0
JR4Fv3yHZ5o,2.0
vF_yW5h26oQ,29.0
OnUJQVtVC5s,124.0
imFR5KljHaY,78.0
Ak4yxGmJzRg,7.0
tWDPS8Vsi3g,26.0
0ukbcjPzhBo,21.0
IOJN6JhmLp0,0.0
1DtGgedUNnk,0.0
H2NtdOKn630,1978.0
mTulfWRdgl4,32.0
sdGtAK4Hh3U,0.0
D1V_1EAvhVU,26.0
7YRD95re5ro,0.0
inkxCkZS2ho,0.0
cEaH4ukEoQo,180.0
eWmhUtdxqoo,1.0
SURdv-xh25k,54.0
uW5hYQumBKc,0.0
1SVO3-b1NJc,697.0
wrb4XQd5jXA,452.0
1unxmD7HxX0,36.0
pqk4WCNyN0Q,0.0
QHTHlOV114E,4.0
_87A2coo4bo,6.0
DBHPnrmgtLM,0.0
v3bIKQAIph8,0.0
-74-AIV7x0Y,3.0
t45lE11_zWY,0.0
KN-Xch5NI38,0.0
owi7EmvoGsk,118.0
LyIA2kF-GkU,0.0
7lloquq84tQ,132.0
lTJyyu-5nbE,0.0
NtEoJexmXKg,0.0
qCS0zY1fX1I,1.0
ZY_24vQtj7E,1.0
oOh6BhFJe20,0.0
nQGU8pc6XlU,6.0
7PiAOFNlgMA,6.0
4YO9Q3ZukKs,28.0
hCjHCQXcOCM,33.0
HLBQwIEZPRE,1127.0
AVPlCGbBdSM,85.0
h_okCUl8sBA,4.0
z7MtHkwTjLg,3.0
LQVAa1IVdgo,1150.0
bkhYLZMfrLw,1.0
ps1tZkV9Zls,1.0
MhipjHk_pa8,89.0
VAxXOYhoIDg,0.0
HeAFGQgYixY,100.0
ubYJsdLfGYw,0.0
vzTfhH80AQc,26.0
Ryec7WXCbr8,0.0
TKTyNcOeS74,24.0
JIeUKSgbq5g,1.0
StgeUlYWEGs,27.0
4uwMFo1u4D8,4769.0
-YQ1zn6v2Oc,1115.0
A2_vzRG17ZE,0.0
f5deU2RYu3o,13.0
z4f48M999Rk,583.0
UiHt0pBdzHw,37.0
3yTQ24Cq8JI,185.0
8neKxkJ9ES0,52.0
Gp43ywQLjUI,0.0
4F5S2LKbDt4,0.0
dfcVBYCiweA,11.0
Qn5sqG7SjrA,91.0
BodeuhvGJB8,90.0
sm24sVn9HIc,1.0
NkYozUL6NIQ,0.0
pztl5Dm6R6M,1647.0
XF0rmgX2YDQ,0.0
tzkz0peYsvo,2.0
I_ffChBJUg4,89.0
cCMBLswdanY,5.0
USWJroQ_8UQ,3.0
73Je6GwP8BQ,0.0
vwUXUcY4MMQ,1.0
eRpYb-a-tXk,0.0
n1K7P5r7aWg,21.0
zWr3OiCJ_dQ,7.0
JqEjzoh_LM0,0.0
tjugRZ36oTY,28.0
XCtL_tsWzhE,0.0
5Dn7HNusid8,0.0
CP1wH32w_cE,36.0
VxWHY5ZyMs8,13.0
G9zpLaRVk90,0.0
gM7gSdq0be4,31.0
UeUi55S3SyQ,7.0
gq-Ue6Zw23Q,12.0
lnCVShqpWNQ,0.0
sAYYbnZ_fgY,1.0
unt3eoXAylI,50.0
uoAAUK_4r7E,481.0
BSMQ4-xglcY,3.0
2foxOCr3A3E,337.0
qoHCdcM3gmc,1.0
95s24gZg9Ro,41.0
IOaebyEGpXY,3.0
d1TXRM33RZw,1.0
UU-MplFdtWc,34.0
EhZViSo3uP4,0.0
z0UrmJGozjY,37.0
