categories,channel_id,dislike_count,display_id,duration,like_count,upload_date,view_count
Entertainment,UCIohHXwCEKxWCLvAguJ-GjA,85.0,gTSxRJAU2ZA,267,1207.0,2017-01-17,238290.0
Entertainment,UCIohHXwCEKxWCLvAguJ-GjA,31.0,-x57UQaxZY8,693,373.0,2016-12-06,100743.0
Entertainment,UCIohHXwCEKxWCLvAguJ-GjA,3.0,bZZnaVYoOKg,244,22.0,2016-10-19,4710.0
Entertainment,UCIohHXwCEKxWCLvAguJ-GjA,2.0,GGnajZ-6TkM,379,85.0,2016-06-02,8476.0
Entertainment,UCIohHXwCEKxWCLvAguJ-GjA,29.0,qYxuoZo1ESQ,738,492.0,2016-01-26,113676.0
People & Blogs,UCIoZFpclAvCK4c3KW3mz4Sw,141.0,PYkC0bk0CPs,195,969.0,2017-07-27,21123.0
Film & Animation,UCIoOWmyzYz5nO6ZgTzRIz1g,1.0,zjPt-kl1vf8,11,3.0,2018-06-12,294.0
Howto & Style,UCIo9k1l-xL6WdaF2JY4_Zmg,568.0,7kdLd07B_wU,1291,3343.0,2018-12-01,636283.0
Howto & Style,UCIo9k1l-xL6WdaF2JY4_Zmg,50.0,BIDfrXv-QvA,390,671.0,2017-02-14,101753.0
Howto & Style,UCInms9OavczVe9jOa0HCNiw,5.0,h8k8I0olg00,296,362.0,2015-07-21,12013.0
Film & Animation,UCInaHA9tiBHRLCSry37x1VA,0.0,UGfln64K-eI,165,44.0,2011-03-21,2673.0
Gaming,UCInVczcGQ7Bt0tt2lzKxlRw,0.0,g2AKpkER5MQ,1861,4.0,2018-09-15,93.0
Gaming,UCInVczcGQ7Bt0tt2lzKxlRw,0.0,_BtT7AHdC1s,1987,51.0,2016-08-13,1408.0
People & Blogs,UCInS9NQEpFedHXP0lyuzPgQ,,SHZaI4M1TEs,11506,,2015-07-03,94.0
Science & Technology,UCInMeOBOBaRchv3ANdnm57Q,40.0,t2wCeKk-QjA,544,1376.0,2019-09-07,41560.0
Sports,UCIn0uU_jcw8ge4jz1Dg9kng,1.0,_Iy4I2Z0o54,509,8.0,2014-10-11,370.0
Music,UCImtfinpfv7ga8d1VNMVplg,1.0,esNtUrlAWNk,224,18.0,2013-06-25,1798.0
Entertainment,UCImrCNBdbJu5AS_X_uRvTQA,42.0,NkpzjcwlJH4,895,678.0,2017-10-05,57005.0
Entertainment,UCImrCNBdbJu5AS_X_uRvTQA,16.0,hLzkqPQKQXc,769,767.0,2017-06-27,59426.0
Entertainment,UCImrCNBdbJu5AS_X_uRvTQA,8.0,JCyIZJDRpfY,570,145.0,2016-09-14,8186.0
Gaming,UCIm1rNHsF5H9a547XC-uR2w,1.0,HI0BruqISFw,1165,0.0,2017-06-22,375.0
Gaming,UCIm1rNHsF5H9a547XC-uR2w,1.0,bkn_H60g9_s,245,5.0,2016-09-03,1110.0
Gaming,UCIlwIUzgQz7wEJAXwZf73lg,1.0,nzsTgDfjsG4,16,63.0,2016-04-19,899.0
Gaming,UCIlpjC7vvjyrbbfi9XHtG9Q,1.0,3ukjFCU0NgU,427,60.0,2018-09-04,1779.0
People & Blogs,UCIlQuPoO7-_qon1aKZDL2QQ,,_cidSme1bSc,655,,2018-07-31,2752.0
People & Blogs,UCIkZYPOKNqW0-xjI9UinnzA,13.0,89w8vDdLUr0,130,622.0,2018-05-29,39473.0
Howto & Style,UCIk2OuKT6k-KRZdQ3dKtgkQ,101.0,RODfsgiyqxg,419,1942.0,2018-01-26,172029.0
Howto & Style,UCIk-0KKGx6SMnc_cARw901g,5.0,RmKX-HE24aA,786,118.0,2019-07-31,5007.0
Music,UCIjyqJXAr_G420gKaYwN0ug,9.0,A0hlezoZp5Q,201,1531.0,2019-03-02,34038.0
Music,UCIjyqJXAr_G420gKaYwN0ug,63.0,bShE_SGngxA,238,5714.0,2018-07-12,193211.0
Music,UCIjyqJXAr_G420gKaYwN0ug,10.0,5U-Vr5pTgXs,265,1175.0,2016-07-06,48769.0
Gaming,UCIjk4f66Ofs9L6sXWgtWUdg,8.0,vQ-Qpfcsmi4,689,214.0,2018-04-23,10656.0
Gaming,UCIjk4f66Ofs9L6sXWgtWUdg,0.0,LkW2ll1ysy8,148,70.0,2017-11-28,1331.0
Film & Animation,UCIjbiEJpCtxVMb65pFmjoiQ,17.0,27D80qrzKV4,17,257.0,2012-12-18,10866.0
Autos & Vehicles,UCIjbDkAfiHOnpYvpvKdCa3w,202.0,VomLQx4pkBY,986,874.0,2019-02-21,26811.0
People & Blogs,UCIjUAYU5ArsrNiG5LqeV1Bg,1.0,i9iCBNFyZxg,357,7.0,2018-10-24,227.0
Howto & Style,UCIjSUWHWp6KohfnR5OQTXnQ,0.0,ZJWe8KuZTfo,1248,81.0,2018-09-04,1424.0
News & Politics,UCIjSUWHWp6KohfnR5OQTXnQ,0.0,pZgOpz5VSSo,188,6.0,2016-04-29,2391.0
Science & Technology,UCIjSUWHWp6KohfnR5OQTXnQ,0.0,5o-FJ79kPB4,245,18.0,2015-06-22,1172.0
News & Politics,UCIjSUWHWp6KohfnR5OQTXnQ,197.0,Y9Ddcp0DOAY,122,1798.0,2015-05-19,965766.0
Science & Technology,UCIjNopmW20naT1uOL6vyWZQ,10.0,8bcvMn-KS7o,581,68.0,2013-08-14,19217.0
Gaming,UCIj6BnCh0_0zVEOQnHo3dMw,55.0,t08Gg8yE_wg,414,1370.0,2013-09-28,17028.0
Entertainment,UCIifbtv5asZbL5hs8c4WEcg,44.0,nu1js0cqLaA,900,3935.0,2018-06-30,52429.0
Entertainment,UCIibK0GTXCaQCAamJAepm1g,22.0,YniPAwlC3ZU,378,2463.0,2019-09-24,19285.0
Gaming,UCIiRirw2hsjvmSWBlSoMcRw,6.0,kCxlEdUW2kw,186,7.0,2019-02-24,186.0
Gaming,UCIiRirw2hsjvmSWBlSoMcRw,0.0,lEOrvZyh97s,168,0.0,2019-08-23,35.0
Gaming,UCIiRirw2hsjvmSWBlSoMcRw,0.0,6ZLO999WL_Q,374,1.0,2019-08-11,46.0
Gaming,UCIiRirw2hsjvmSWBlSoMcRw,0.0,YZPnslWeHQ4,235,1.0,2017-12-16,73.0
Comedy,UCIiBf-JbtCazHSFqXV4JgoA,6.0,AKTrpAP_ito,86,498.0,2007-11-21,32012.0
News & Politics,UCIi7iBw49U6YF5rLAHznnRw,0.0,-QYejbvEr3s,335,1.0,2018-02-23,29.0
Music,UCIhtIGKQRJIknNF0g3AB-ug,12.0,dC-hkXVR5bo,2289,456.0,2017-08-18,40817.0
Music,UCIhtIGKQRJIknNF0g3AB-ug,0.0,nUwwWCfW4Vo,546,13.0,2017-08-06,348.0
Howto & Style,UCIhcXorwRMM7A59nrP6DNhA,7.0,gnFe-lJEyuA,417,434.0,2015-01-06,16010.0
Howto & Style,UCIhcXorwRMM7A59nrP6DNhA,33.0,egXQ8NwgWws,334,496.0,2014-03-21,83016.0
People & Blogs,UCIhM739QC-rKBln1bgHlP3w,1.0,4869nashDFw,3845,32.0,2019-09-04,864.0
People & Blogs,UCIhM739QC-rKBln1bgHlP3w,0.0,8-ytE1il0DU,4392,74.0,2019-03-10,4169.0
Autos & Vehicles,UCIh9R0bwNcjiZcNW_2nCb9A,0.0,i5K1oKhyg4M,112,0.0,2017-03-20,48.0
Gaming,UCIh5vasnQTqZx5CSQvOJD4g,0.0,2NgRi2AGxDA,595,28.0,2014-03-03,661.0
News & Politics,UCIgbxKzg2BpGN_AQ6uarXDw,146.0,phbePGyw8MM,489,12224.0,2018-11-19,116379.0
News & Politics,UCIgbxKzg2BpGN_AQ6uarXDw,18.0,QvBVAfVnZtM,293,2194.0,2018-09-06,17957.0
Science & Technology,UCIgQksZ_4IvQ_VAqBWW81bg,26.0,oAkKH-XC3FA,815,429.0,2018-01-07,26455.0
Entertainment,UCIgDtN3DMSrhUBCV5gQXbXw,0.0,FTvX1kEYVA4,119,2.0,2016-02-11,60.0
Entertainment,UCIgDtN3DMSrhUBCV5gQXbXw,0.0,_JXqTdPFBDk,42,0.0,2015-04-15,1.0
Entertainment,UCIgDtN3DMSrhUBCV5gQXbXw,0.0,_P3sD2vlK7s,139,23.0,2012-10-21,7296.0
Entertainment,UCIgDtN3DMSrhUBCV5gQXbXw,0.0,Ps6Ynp-9AG4,10,0.0,2014-11-11,39.0
People & Blogs,UCIg9bJB_1Tro4S2SlDof0wA,0.0,ddiKYZnnj8U,266,243.0,2016-10-25,10462.0
Film & Animation,UCIg36eyhkbmPd74AG5l2bTQ,55.0,GDeI6eQMHEM,670,98.0,2019-03-13,44305.0
Film & Animation,UCIg36eyhkbmPd74AG5l2bTQ,64.0,juri7KQrWb0,198,125.0,2017-12-31,71591.0
Entertainment,UCIg-kRovqtSqWC1kjfKTTZQ,11.0,RZcY4FNgwgo,175,156.0,2016-03-04,3242.0
Howto & Style,UCIfvK1OO2cq2PPxgfJAktxA,7.0,mPI8vVDR4bc,289,9.0,2014-10-26,2414.0
Howto & Style,UCIfvK1OO2cq2PPxgfJAktxA,5.0,KpUxV0q4FiI,278,15.0,2014-08-14,4781.0
Music,UCIfvK1OO2cq2PPxgfJAktxA,3.0,-ytaZ1plRrc,203,65.0,2017-06-20,4551.0
People & Blogs,UCIfoq-6SXfNnDPfCe7_DTCQ,,TSw3u1p5PwE,7357,,2018-09-28,52.0
Sports,UCIfRR1N2Gm1vjj9X955iWSQ,0.0,NykCsr7zwkc,554,50.0,2018-04-16,3065.0
Sports,UCIerErbsjvrlqWp_0TgIYjw,0.0,muFcayay8qQ,132,11.0,2012-07-11,4405.0
Gaming,UCIeaxRCoSLFLHvrCInghqcw,2.0,evwEwfUO7Kk,442,263.0,2014-10-28,9224.0
Gaming,UCIeaxRCoSLFLHvrCInghqcw,5.0,WKCSSMpGQGE,1395,202.0,2014-06-06,8661.0
Gaming,UCIeaxRCoSLFLHvrCInghqcw,4.0,tnba78AtK1I,2207,1239.0,2019-04-29,36171.0
Gaming,UCIeaxRCoSLFLHvrCInghqcw,5.0,0LhEjd_uxLA,2865,880.0,2018-05-23,30138.0
Entertainment,UCIeaVhHMoDMuWWsDadEi-9A,6.0,hTQ013oxM5U,300,188.0,2017-02-16,18654.0
Entertainment,UCIeaVhHMoDMuWWsDadEi-9A,35.0,zScpxX6Xhco,634,427.0,2015-09-25,55263.0
Howto & Style,UCIeSYCuoYhQNJD9TQ_l0Q6g,332.0,V6P4yo72YSU,318,970.0,2013-10-31,283072.0
People & Blogs,UCIeSYCuoYhQNJD9TQ_l0Q6g,1.0,sYY7m0mmnsc,56,18.0,2013-08-20,679.0
Film & Animation,UCIeNlITYK46VkR7yIuTL8GQ,2.0,pa95tDngnl4,169,7.0,2014-11-17,6587.0
Film & Animation,UCIeNlITYK46VkR7yIuTL8GQ,2.0,U8szhOKOMnI,1781,0.0,2014-07-30,777.0
Film & Animation,UCIeNlITYK46VkR7yIuTL8GQ,0.0,XPyb-K3cJZM,206,2.0,2014-07-26,1894.0
Film & Animation,UCIeNlITYK46VkR7yIuTL8GQ,3.0,KNSDe-wJOGU,202,1.0,2014-07-17,1359.0
Film & Animation,UCIeNlITYK46VkR7yIuTL8GQ,0.0,ZYbv95dft5k,110,0.0,2014-05-25,95.0
Film & Animation,UCIeNlITYK46VkR7yIuTL8GQ,1.0,NHXG7GLVLRk,268,9.0,2014-03-04,5629.0
Entertainment,UCIeNlITYK46VkR7yIuTL8GQ,9.0,lZxH0tKUpdw,31,75.0,2017-10-11,40042.0
Entertainment,UCIeNlITYK46VkR7yIuTL8GQ,0.0,1_8w9FD83B0,605,5.0,2017-06-12,2153.0
Entertainment,UCIeNlITYK46VkR7yIuTL8GQ,4.0,hHHeFIdtzC0,285,16.0,2017-04-06,3000.0
Entertainment,UCIeNlITYK46VkR7yIuTL8GQ,5.0,nmMJi7C4edI,2034,28.0,2017-02-07,6949.0
Film & Animation,UCIeNlITYK46VkR7yIuTL8GQ,2.0,87j_8eH0ib4,3826,10.0,2016-01-12,3723.0
Entertainment,UCIeNlITYK46VkR7yIuTL8GQ,215.0,dPDXOzSmSHI,438,810.0,2019-05-27,459658.0
Entertainment,UCIeNlITYK46VkR7yIuTL8GQ,8.0,nkU_86JAms0,773,62.0,2019-03-15,24313.0
Entertainment,UCIeNlITYK46VkR7yIuTL8GQ,4.0,l9WAp9OCH0Y,166,32.0,2019-02-02,2775.0
Entertainment,UCIeNlITYK46VkR7yIuTL8GQ,20.0,6KIi6dG7Oc8,189,144.0,2018-11-24,80237.0
Entertainment,UCIeNlITYK46VkR7yIuTL8GQ,24.0,Z33vVeAx9rM,228,98.0,2018-04-13,47002.0
Entertainment,UCIeNlITYK46VkR7yIuTL8GQ,0.0,kN-U6yx1NxQ,299,0.0,2012-12-11,199.0
Entertainment,UCIeNlITYK46VkR7yIuTL8GQ,0.0,0z9ayHTLIr0,195,0.0,2012-10-28,62.0
Film & Animation,UCIeNlITYK46VkR7yIuTL8GQ,10.0,5s5WaIHwQ5Y,893,101.0,2012-06-11,47641.0
Education,UCIeMIvB2xS9MdXRjCBCr68A,7.0,kBPMfRE8wIo,952,486.0,2018-01-05,15773.0
Howto & Style,UCIe8fKEcBkmn0pO9Cmf_URw,8.0,e7FCAm-JrdM,211,160.0,2013-05-28,15000.0
Travel & Events,UCIdwMTDfH-Mqep4-txds62Q,0.0,TaRDJAHB2sM,230,1.0,2017-01-27,46.0
Music,UCIduQTP4DZhN4Mxw6TtY0HA,0.0,jAwUQHL7l8M,30,4.0,2012-09-29,351.0
Howto & Style,UCIdUdmyzxP8MplwrGYDB_yw,7.0,ZfmP02fTb2w,895,34.0,2017-12-28,3470.0
People & Blogs,UCIdKjWk5gp0N0Mu_4aljp1g,1.0,MlBurk8qPtY,299,16.0,2018-07-18,185.0
Sports,UCIdIkp_uBiYEw-Pb4-BDBjw,2.0,TkxL1GlZ1O8,250,218.0,2012-08-28,23250.0
Autos & Vehicles,UCIdDHXjhnNn5oslVLM4tQsA,4.0,Nrz-9wRBlQo,888,148.0,2017-10-24,11106.0
Autos & Vehicles,UCIdDHXjhnNn5oslVLM4tQsA,0.0,xp1pWY5ebXs,897,25.0,2017-01-10,455.0
Nonprofits & Activism,UCId9tO5LYlJKgNQKEzgjYOg,0.0,rHp2rCzoTFQ,311,4.0,2010-03-24,461.0
Nonprofits & Activism,UCId9tO5LYlJKgNQKEzgjYOg,1.0,WlgSoKRvsdI,79,6.0,2009-09-30,182.0
Gaming,UCId8VHlqzv0N16bRsVja5Fw,1.0,JmUgVbdjJ0M,71,2.0,2013-12-23,827.0
Entertainment,UCIczOFxwgv27AlTkZZMj8yw,3.0,HRvi748F5Ac,153,138.0,2016-06-01,2957.0
Entertainment,UCIczOFxwgv27AlTkZZMj8yw,74.0,GhdJz6IlONA,219,1235.0,2019-07-14,36138.0
Entertainment,UCIcsyW5rnZofseMdrJUKMhQ,7.0,PLyX5KJw9OQ,1034,630.0,2016-09-29,19118.0
Howto & Style,UCIcg7rU2e5VWJqobAAqQaDg,5.0,A6jaj8QFnuY,151,498.0,2017-09-03,14339.0
Music,UCIcZsvArgcKf6UpnzKCGoag,1.0,eUEgaLqzGuc,79,114.0,2012-05-15,21854.0
Music,UCIcZsvArgcKf6UpnzKCGoag,4.0,BCruB07rewc,80,189.0,2009-03-08,44717.0
Entertainment,UCIcJXs34WdkNcz1qkcxf0Rw,7.0,4nPottySNv0,244,67.0,2015-09-22,6383.0
Gaming,UCIc3VLtBvQD0KqttqEJ4KYw,725.0,1rLJbycqy6E,811,4444.0,2016-06-15,402805.0
Sports,UCIbc4QfPk27MDpL0hdbbnjg,1.0,KPZclVfcmh8,780,9.0,2017-08-26,111.0
Gaming,UCIbbnG_nvM7aUPJ8WiUSXPw,0.0,FTMlT6tE4dk,156,8.0,2016-10-12,743.0
Gaming,UCIbbnG_nvM7aUPJ8WiUSXPw,0.0,1SoZ9m32x8o,349,1.0,2012-08-27,138.0
Comedy,UCIbZI-_4767Df9CCpCp98bg,14.0,944reesX3k4,135,48.0,2012-04-13,4983.0
People & Blogs,UCIbNycbMR4t-D-WRWifsmSw,2.0,6XXxP44JG0Y,354,27.0,2016-02-07,1915.0
Education,UCIb4O3HaDdRCmYtFh1oVLcA,0.0,dWRU0PN_do4,250,1.0,2010-09-02,92.0
Education,UCIb4O3HaDdRCmYtFh1oVLcA,0.0,cSUEGiyxAUo,290,2.0,2010-04-06,297.0
Howto & Style,UCIahNe1rImARk2cdLOpMfZg,7.0,rdhT_wBOCRs,581,1774.0,2014-07-09,54760.0
Gaming,UCIa6QxmPtInX8ccGEfPA-kg,0.0,eyPW98thzG4,200,15.0,2017-09-22,110.0
Entertainment,UCIa1gc6HYm6caMuANx3D3tQ,19.0,w37Fgv2E0_c,84,68.0,2019-07-17,9879.0
News & Politics,UCIa1gc6HYm6caMuANx3D3tQ,1.0,CUjucbBMfHM,118,11.0,2019-03-24,711.0
News & Politics,UCIa1gc6HYm6caMuANx3D3tQ,1.0,LQbGzulfV54,122,10.0,2018-08-23,1054.0
News & Politics,UCIa1gc6HYm6caMuANx3D3tQ,1.0,IDX265BpxHo,55,13.0,2018-05-10,1755.0
News & Politics,UCIa1gc6HYm6caMuANx3D3tQ,29.0,2yDs_9R224Q,63,363.0,2018-03-04,90827.0
News & Politics,UCIa1gc6HYm6caMuANx3D3tQ,0.0,TM3Sy3QP6jg,119,3.0,2017-11-04,465.0
News & Politics,UCIa1gc6HYm6caMuANx3D3tQ,3.0,kEKN5kLsEQw,74,26.0,2017-10-29,7247.0
Music,UCIa-1KP5ha-EOhj7DQiZ5WQ,3.0,Y3lKiAKYzZ4,386,87.0,2014-08-21,6804.0
Music,UCI_zZeg9XmJzQx2S7HrfdcA,,CdAEqEQ5Lvo,455,,2019-09-06,1487.0
Howto & Style,UCI_w-CLGvBIlUkZ1yrC-iEA,3.0,CN0rPYVnvNk,154,127.0,2013-04-23,7353.0
Howto & Style,UCI_tt3HOlpZguB8ebtB4k1w,3.0,gpfz_FzBDgA,1028,217.0,2017-12-24,4815.0
News & Politics,UCI_mwTKUhicNzFrhm33MzBQ,0.0,5hz6RXbAWcw,1356,4.0,2019-09-23,146.0
News & Politics,UCI_mwTKUhicNzFrhm33MzBQ,0.0,nk8ZXTlVStI,286,3.0,2019-01-29,289.0
News & Politics,UCI_mwTKUhicNzFrhm33MzBQ,0.0,Ytri_z8qSys,191,0.0,2018-10-24,54.0
News & Politics,UCI_mwTKUhicNzFrhm33MzBQ,0.0,JQc_Z80Cy8A,270,0.0,2018-07-25,213.0
News & Politics,UCI_mwTKUhicNzFrhm33MzBQ,0.0,ktVQhRs9GaA,1536,1.0,2018-07-09,100.0
Gaming,UCI_SIMxUtqigg5iJQKhs7tQ,0.0,tneOxaRMe2o,3666,4.0,2019-03-27,53.0
Gaming,UCI_SIMxUtqigg5iJQKhs7tQ,0.0,OzPOrT9o0JY,2014,17.0,2017-03-26,190.0
Gaming,UCI_SIMxUtqigg5iJQKhs7tQ,0.0,WAwUEk4FnVU,1350,37.0,2013-07-19,1885.0
Autos & Vehicles,UCI_KMBmQVkLQ5Jz9_DDtsfQ,0.0,r9PmRYLg4TE,211,38.0,2017-03-22,3508.0
News & Politics,UCI_GjmFeWTRmdNCAZNaTmqw,5.0,kcukgCJCWcY,481,129.0,2015-09-04,26096.0
News & Politics,UCI_GjmFeWTRmdNCAZNaTmqw,0.0,xGb7715Grlc,21,18.0,2015-07-29,426.0
News & Politics,UCI_GjmFeWTRmdNCAZNaTmqw,0.0,KACieQ3Dmew,254,16.0,2014-10-31,317.0
News & Politics,UCI_GjmFeWTRmdNCAZNaTmqw,0.0,wH_h-Np_UGg,70,10.0,2013-05-18,321.0
News & Politics,UCI_GjmFeWTRmdNCAZNaTmqw,1.0,djNfENVt9-Y,22,15.0,2019-08-27,284.0
News & Politics,UCI_GjmFeWTRmdNCAZNaTmqw,0.0,jalfClcmj68,13,16.0,2019-03-02,318.0
News & Politics,UCI_GjmFeWTRmdNCAZNaTmqw,0.0,WjUK7x9_qVk,139,12.0,2016-10-28,459.0
News & Politics,UCI_GjmFeWTRmdNCAZNaTmqw,0.0,qNuxSyHaljo,33,9.0,2016-10-20,207.0
News & Politics,UCI_GjmFeWTRmdNCAZNaTmqw,0.0,ic3uXPCaTc4,38,12.0,2016-09-02,416.0
News & Politics,UCI_GjmFeWTRmdNCAZNaTmqw,0.0,ZMBiakHF5cY,60,12.0,2016-02-12,163.0
Pets & Animals,UCI_3gLcIDAlrpKQJ7m2Jcog,5.0,USsKKKLners,45,22.0,2013-05-07,2904.0
Entertainment,UCIZwzoH5aBNCZPDdXmIwRkw,2.0,OjI2DKAWcGk,484,433.0,2019-01-19,7429.0
Howto & Style,UCIZtVetswxUMJ1W77D4ZRWA,1.0,fUbKQvaY5xI,117,1072.0,2018-02-05,4189.0
Autos & Vehicles,UCIZrepKpqh1Ql5D6TXHn4qg,5.0,X2X997an2Nk,83,18.0,2013-05-08,6578.0
People & Blogs,UCIZq1CjNsK2vxRftxwIyVmQ,0.0,OkcNyBHU3d4,52,83.0,2018-05-30,1157.0
People & Blogs,UCIZlfMBw44GcwWNpaCQGa-w,146.0,aXY_M-Ivf9o,318,839.0,2019-05-10,237157.0
Film & Animation,UCIZawMyAWIDsxqcIEMOJKfA,0.0,nCVtlKO3RuI,205,28.0,2018-08-18,837.0
Music,UCIZW8lvVSmyts-pg24Jt2qQ,0.0,xbYDZfGQpa4,234,40.0,2014-10-16,1987.0
People & Blogs,UCIZNw_VUxLm08eHVgBRc1VA,2.0,Ys-kiNaNIsE,83,44.0,2018-01-19,4528.0
Education,UCIYocUCja9Ug_XiYROeb_cw,397.0,S0sZqyaXa5I,1536,3224.0,2019-06-17,138024.0
News & Politics,UCIYhr3JsLYfKkCM7-W5B6DA,5.0,EdQPdnBx75g,35,4.0,2013-03-07,4823.0
News & Politics,UCIYVU7fPs_n6gJIBso3ryeg,0.0,yfXzBQdWik8,124,0.0,2017-03-02,21.0
News & Politics,UCIYVU7fPs_n6gJIBso3ryeg,1.0,_UUcbNpmbio,128,5.0,2017-02-23,360.0
News & Politics,UCIYVU7fPs_n6gJIBso3ryeg,0.0,l2q7FO0C8pI,159,3.0,2018-10-05,148.0
News & Politics,UCIYVU7fPs_n6gJIBso3ryeg,0.0,zznFhYcPVYQ,139,1.0,2018-09-26,86.0
News & Politics,UCIYVU7fPs_n6gJIBso3ryeg,0.0,bXD6p2BMluY,143,1.0,2016-07-30,91.0
News & Politics,UCIYVU7fPs_n6gJIBso3ryeg,1.0,JYE6JPTeNbE,79,6.0,2019-09-03,215.0
News & Politics,UCIYVU7fPs_n6gJIBso3ryeg,1.0,Ie9LQOXb2To,63,3.0,2017-06-04,79.0
News & Politics,UCIYVU7fPs_n6gJIBso3ryeg,0.0,Yte4mzUQs3g,13,0.0,2019-06-13,61.0
News & Politics,UCIYVU7fPs_n6gJIBso3ryeg,1.0,swahcKiceqE,145,2.0,2017-08-11,126.0
News & Politics,UCIYVU7fPs_n6gJIBso3ryeg,0.0,DBTT0BY19vQ,135,0.0,2016-12-14,73.0
News & Politics,UCIYVU7fPs_n6gJIBso3ryeg,1.0,dxSxac10-MA,92,0.0,2016-02-26,371.0
Music,UCIYQGTbsw2SH9JEoOZpko4w,1.0,68ivy5_WYq0,534,51.0,2018-10-23,1710.0
News & Politics,UCIYLOcEUX6TbBo7HQVF2PKA,261.0,_nQAYOWuFMg,179,544.0,2019-08-14,51581.0
News & Politics,UCIYLOcEUX6TbBo7HQVF2PKA,1.0,-dSa_TY0HPY,133,19.0,2019-05-15,1425.0
News & Politics,UCIYLOcEUX6TbBo7HQVF2PKA,2.0,8aGbP1mPDxY,128,4.0,2019-04-04,540.0
News & Politics,UCIYLOcEUX6TbBo7HQVF2PKA,2.0,cTcw2dbVhAU,114,15.0,2019-03-03,748.0
Film & Animation,UCIYImjBo7odQiJsEY8eGS-w,1.0,pAmzTCTSHHU,664,90.0,2019-07-25,1558.0
People & Blogs,UCIYDqwzJm4RQOvo9CFVdSzQ,35.0,8ImwXdILyPY,1083,788.0,2017-05-22,35826.0
People & Blogs,UCIY8LPETaC5DAraKV6GsIaA,2.0,W3wVQd-n90E,170,196.0,2018-05-23,6836.0
People & Blogs,UCIY8LPETaC5DAraKV6GsIaA,1.0,Ou_6gNnLII8,481,153.0,2017-11-20,3479.0
Film & Animation,UCIXk1ylZkVEEQpvw9yvWSJQ,0.0,yH_nw7ZZ9BU,42,132.0,2017-07-05,2162.0
Nonprofits & Activism,UCIXZxmIRN81TdsMxVlgIfnQ,0.0,x-0OI1TTT24,159,6.0,2017-09-03,133.0
Music,UCIXM2qZRG9o4AFmEsKZUIvQ,0.0,8apX87ZlyAw,157,174.0,2019-04-01,2972.0
Music,UCIXM2qZRG9o4AFmEsKZUIvQ,3.0,qoN5m4CJK5E,219,125.0,2018-12-03,2559.0
Gaming,UCIXFy2Jo5iLoR5bBzlMzcTg,1.0,2rCY2MdAZQk,94,16.0,2013-12-16,672.0
Music,UCIX83I-X041cYUvniK9e7Ow,74.0,U7ghiPOfuzU,243,4364.0,2018-08-29,147419.0
Film & Animation,UCIX3yM9t4sCewZS9XsqJb9Q,45.0,bHqcLlPRwZ0,136,1298.0,2015-12-13,352665.0
People & Blogs,UCIX2IJcV0_fN6larO3wT9sw,69.0,0r8fRIBdn74,358,511.0,2017-09-06,90276.0
People & Blogs,UCIX2IJcV0_fN6larO3wT9sw,455.0,bUbPRapGGks,508,4902.0,2017-07-23,513930.0
Music,UCIWsIsZjkt2McIPr3qCfEyQ,5.0,YvGk-9CiQTI,194,50.0,2013-10-23,1086.0
Entertainment,UCIWfzTlxGIdE3waaZ2gwM3Q,0.0,XomZwJsXfS8,1148,5.0,2014-10-09,85.0
Music,UCIWZ1_W5BqsvW9fm1cYFPpQ,0.0,DrWGqvjbyZY,280,4.0,2019-01-02,138.0
Music,UCIWZ1_W5BqsvW9fm1cYFPpQ,3.0,CJxZO9xmjKs,340,13.0,2019-01-02,1813.0
Music,UCIWZ1_W5BqsvW9fm1cYFPpQ,0.0,5xy-UK94v6I,121,28.0,2018-09-12,1951.0
Music,UCIWZ1_W5BqsvW9fm1cYFPpQ,5.0,ot4nxBSShKA,297,14.0,2015-03-11,8564.0
Music,UCIWX4NDbUDcLEj1LWfwELDQ,7.0,R4lL1SyNlZo,313,152.0,2017-06-09,48518.0
Entertainment,UCIWSxrxl9rnRSc0VEkZSKaw,1.0,1ioIv2NJhjo,1169,36.0,2017-11-03,3225.0
Education,UCIWNozFjO8yVdJFsGKVmPgg,24.0,P-FRgsmMtAQ,1404,1900.0,2016-07-21,96588.0
Education,UCIWNozFjO8yVdJFsGKVmPgg,6.0,DmHLUQlcZF4,2668,74.0,2013-09-06,7385.0
People & Blogs,UCIWLDsoBwKt_vQLNC-24YQQ,0.0,aOdFaB9bHMo,129,0.0,2013-12-30,15.0
Gaming,UCIWKC5vaR4QbFlrStEWia7Q,40.0,knFWrz0gjes,479,927.0,2018-10-06,30903.0
Entertainment,UCIWK1W4a-64Hk1QZPhnirCQ,4.0,lhiW922pFf8,485,72.0,2014-07-25,5098.0
Entertainment,UCIWJsnWBpThkE0x8B87Wm3A,0.0,az06IlJhc3A,53,22.0,2017-11-23,415.0
Entertainment,UCIWD1MzoJTPt41tYce18I1w,11.0,B4URKYpv74c,483,616.0,2019-08-08,3972.0
Entertainment,UCIWD1MzoJTPt41tYce18I1w,6.0,2l0rTrbSaV4,1185,417.0,2019-07-08,3912.0
Autos & Vehicles,UCIVo9aLf7tOO5K6pNWB9W0A,0.0,a1KGQZlrl6k,458,0.0,2016-07-01,167.0
News & Politics,UCIVk1L1-JmpdiGuZcVjImtA,0.0,gULZIZER_9M,213,1.0,2019-07-18,61.0
