categories,channel_id,dislike_count,display_id,duration,like_count,upload_date,view_count
Film & Animation,UCzWrhkg9eK5I8Bm3HfV-unA,1.0,J_WLXskvMQo,1033,8.0,2016-09-15,2551.0
Film & Animation,UCzWrhkg9eK5I8Bm3HfV-unA,0.0,evnxtBrBY0s,1979,11.0,2016-02-01,1152.0
Gaming,UCzWrhkg9eK5I8Bm3HfV-unA,1.0,Ia4RTAbSk1o,2380,11.0,2017-06-17,6177.0
Sports,UCzWn_gTaXyH5Idyo8Raf7_A,63.0,2PXjv5fGHoo,925,3062.0,2017-12-11,142104.0
Gaming,UCzWfqsjlvzAOUozsGFR3kbg,22.0,OHXFN_km9wg,42,542.0,2015-04-01,23076.0
Music,UCzWdpFOflXTOk5Gsi2aJ67g,1.0,tlS6JlFZPF4,494,84.0,2018-08-15,2392.0
Music,UCzWLloEwMWZYnUErRF5WWCg,3.0,y5d7iPPpaEU,177,290.0,2019-04-29,11689.0
Music,UCzWLloEwMWZYnUErRF5WWCg,2.0,vxQJ5R-64MU,210,17.0,2017-02-10,592.0
People & Blogs,UCzVw9odnihM5PgKSv5UnDPA,39.0,mojn-Fhbobc,609,326.0,2019-08-19,44215.0
Entertainment,UCzVt21g9aCG6EM5hgTtQjeQ,1.0,hZBBmUhoN4Q,1028,66.0,2013-10-20,1419.0
Entertainment,UCzVn5MukMsABSfWktHaw-qw,2.0,k6xa58MpYNI,430,313.0,2016-12-05,2622.0
Entertainment,UCzV74pBOfwtAMuOm-Jg8gqg,8.0,5qzk-oFsB9I,583,59.0,2013-04-07,1108.0
Gaming,UCzV3Xt_qXi8KaaBR58q-qFg,7.0,PxzVk-eAjTo,1537,264.0,2018-03-15,7080.0
Entertainment,UCzV3Xt_qXi8KaaBR58q-qFg,5.0,sT96I3n73SY,2650,84.0,2012-02-09,10642.0
People & Blogs,UCzUr1-h5SA67mZ3fJbiKFwg,1.0,FgVxXqZ3lew,1034,241.0,2017-10-17,3760.0
Travel & Events,UCzUiZTXE5TdDoDLEu5bynHg,1.0,ZYxb4YluUkY,84,14.0,2017-08-06,486.0
News & Politics,UCzUV5283-l5c0oKRtyenj6Q,387.0,5NeqTdS5nxc,276,8688.0,2012-07-15,863061.0
Howto & Style,UCzTtkLZFy6wqD4SsA9_fTtw,1925.0,vTCD1YFGUS4,119,16061.0,2014-11-25,441123.0
Sports,UCzTfnC661R3LXu_mS9aRFKA,1.0,OpPHtGxpo38,87,105.0,2019-09-19,3598.0
Sports,UCzTfnC661R3LXu_mS9aRFKA,2.0,1DCY1kXycRE,83,32.0,2017-12-03,6300.0
Howto & Style,UCzTeeF5DIjaXWLgPrRQVvww,120.0,eA8NSl2N7o8,175,326.0,2012-02-12,409120.0
Education,UCzTWdr_9IVWWmeStz5qDjoA,0.0,EM1lfTfQpdA,317,7.0,2015-06-22,1220.0
People & Blogs,UCzTTM7g6KJ1lFF9wuJCdvTg,7.0,fZv-9lXngOs,634,80.0,2015-03-27,1559.0
Gaming,UCzTNeXPYqdKGCEx6lY8Ddjg,0.0,VPCYIvbNORg,195,27.0,2014-09-12,1428.0
Howto & Style,UCzTKskwIc_-a0cGvCXA848Q,1116.0,A9Dv_f1ASnw,774,91394.0,2017-07-18,2461152.0
Music,UCzTKDRcqafJN4C5mZ2MtQlQ,0.0,sovaylSLG2E,78,4.0,2016-02-11,562.0
Music,UCzTKDRcqafJN4C5mZ2MtQlQ,14.0,CZb3vfL8eQY,75,44.0,2011-11-03,15032.0
Music,UCzTKDRcqafJN4C5mZ2MtQlQ,1.0,xUWnQz7cGyU,75,1.0,2011-10-30,224.0
Music,UCzTKDRcqafJN4C5mZ2MtQlQ,43.0,633xYR9qnhQ,75,212.0,2011-10-25,64720.0
Music,UCzTKDRcqafJN4C5mZ2MtQlQ,6.0,WI1Jhw0SEx4,78,29.0,2016-02-29,6369.0
Comedy,UCzTJq98gfnGHAN1xDB-_Xaw,0.0,8ICXGKJIZcE,26,5.0,2017-08-25,40.0
Comedy,UCzT73gKv9LH9MhIZa14VQNA,0.0,3MCnmGw4pSk,89,0.0,2015-11-02,129.0
Howto & Style,UCzT17-Lvc5L_gIT10JQsjSA,339.0,yZ7L0frQerU,925,26765.0,2017-04-09,387552.0
Travel & Events,UCzSq8a0A7IUFfLGZxffkvyg,22.0,Vf6zei-iku8,192,236.0,2019-06-02,20635.0
News & Politics,UCzSq7O3MmG-EF0Gq68uSjPw,20.0,blXLZTHIRuw,301,16.0,2009-07-07,3045.0
Howto & Style,UCzSfs_901YD6aBkiF-pAo2g,17.0,ywjLSNrHaRM,5229,201.0,2014-10-14,50122.0
Howto & Style,UCzSfs_901YD6aBkiF-pAo2g,18.0,rrWtb6IAYNY,3693,304.0,2014-05-28,57347.0
Entertainment,UCzSXLrUVmh5KjdMhT54FtjA,2.0,wbH8jofZzPE,161,8.0,2019-02-03,594.0
News & Politics,UCzSXLrUVmh5KjdMhT54FtjA,2.0,xxGBhUwG-gw,469,2.0,2018-02-16,130.0
Music,UCzSToT1Pvk3gLSSDv17PFUg,3.0,ipZuGq6SPvM,155,265.0,2019-09-15,7796.0
News & Politics,UCzSSoloGEz10HALUAbYhngQ,10.0,Bsez17gP10s,50,312.0,2018-08-31,23006.0
Gaming,UCzSSh5jrMe1xyGe9t9aADYQ,3.0,PV9bEdnvIFk,787,0.0,2012-10-08,26.0
Gaming,UCzSSh5jrMe1xyGe9t9aADYQ,3.0,dpH7Zz35WDU,789,1.0,2012-02-20,40.0
Gaming,UCzSSh5jrMe1xyGe9t9aADYQ,0.0,_dhPykjDvrk,685,3.0,2012-02-17,189.0
Comedy,UCzS3-65Y91JhOxFiM7j6grg,218.0,CDAAMy7bSBE,151,1636.0,2016-06-07,148273.0
Comedy,UCzS3-65Y91JhOxFiM7j6grg,82.0,6gifrVfzaa4,263,1941.0,2012-07-12,212753.0
Travel & Events,UCzS1LsjeAAxQliZVtpp7tPQ,1.0,_2dSIZZoJc0,313,46.0,2017-05-20,2649.0
Travel & Events,UCzS1LsjeAAxQliZVtpp7tPQ,0.0,SkaEUaOMAGU,93,1.0,2012-09-27,496.0
Travel & Events,UCzS1LsjeAAxQliZVtpp7tPQ,2.0,onqCgH_H1B4,470,33.0,2011-11-13,7735.0
Gaming,UCzRtxSJGYLkYZUGY2xcQ6uQ,6.0,x2AaEC2_1bQ,88,649.0,2015-02-07,24317.0
Gaming,UCzRtxSJGYLkYZUGY2xcQ6uQ,1.0,cmfOdQt0MNY,1972,13.0,2013-05-08,431.0
People & Blogs,UCzRrheyUCB_qUrrfQ_sEG-Q,59.0,RVYzv__2nxA,788,2766.0,2015-01-30,120562.0
News & Politics,UCzRky8kQXfAjFZt_H7hp9eg,1.0,N16-okv6jFY,1536,29.0,2019-09-20,684.0
Music,UCzRbBk23Ul5kV1mtDcKBhgQ,0.0,863IzB2oA4s,385,15.0,2013-05-20,1028.0
Education,UCzRF-OFuv8os-bGzANpQGqg,1.0,-2JCCD0fYd0,262,141.0,2016-10-09,8480.0
Entertainment,UCzRDbN7DlgKFC0lzO4YGxCw,1.0,ZP5KatuD7vo,93,50.0,2012-03-23,3201.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,7.0,yHbqZuLNtbk,604,427.0,2019-09-07,13436.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,0.0,LZnDggXoF0s,193,11.0,2019-01-11,497.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,2.0,blQRsoBB0mI,175,160.0,2018-06-24,9691.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,0.0,M1KTicTxFGo,758,8.0,2018-04-11,258.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,11.0,KhVGYMI0ygI,285,133.0,2017-10-20,8659.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,2.0,t47SLu6d4II,614,14.0,2017-08-09,1822.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,0.0,XbPO_knfkm0,78,6.0,2017-06-06,1011.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,3.0,s5eoEey9A_c,519,30.0,2011-10-19,7177.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,0.0,fOsiicGpLGk,365,0.0,2011-10-19,172.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,0.0,JZw-LilgHSY,181,1.0,2011-10-10,304.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,0.0,xhMvoWyot3E,112,0.0,2010-11-03,475.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,0.0,AvN2YHP2Oe0,288,8.0,2017-03-27,1629.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,0.0,xS_jKaD1uCo,337,8.0,2017-03-27,1284.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,12.0,hXDSqvIEmPs,325,213.0,2017-02-07,28515.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,0.0,ga1z6J3Z3gU,73,10.0,2017-01-24,959.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,4.0,5mHZjwz-iv8,309,196.0,2016-11-28,26717.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,0.0,1Sw_gjr6TRo,242,1.0,2016-07-20,417.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,6.0,8jJc-nssIIU,315,545.0,2015-03-24,41989.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,0.0,w9UDELbCE78,113,6.0,2015-02-11,631.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,4.0,RHd9EyRD2kE,319,67.0,2014-12-24,10242.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,0.0,nDDz-FEIDDk,78,8.0,2013-02-19,4972.0
Entertainment,UCzR7770PbrKcG9OYGzBep9w,0.0,lgPkRcvgVoQ,273,1.0,2012-08-03,139.0
Sports,UCzR0IZSjOCkrRhDxED3_GmA,0.0,0rcflcOmh4w,59,4.0,2018-10-02,521.0
Sports,UCzR0IZSjOCkrRhDxED3_GmA,0.0,5QqcE6HO5mw,66,2.0,2017-11-02,419.0
Sports,UCzR0IZSjOCkrRhDxED3_GmA,0.0,1xZMMnZ4B5Q,76,14.0,2017-06-26,2846.0
Sports,UCzR0IZSjOCkrRhDxED3_GmA,0.0,zY7b5loKv4s,34,5.0,2019-08-27,231.0
Sports,UCzR0IZSjOCkrRhDxED3_GmA,0.0,GftU3XWor0c,201,17.0,2016-04-28,4167.0
Sports,UCzR0IZSjOCkrRhDxED3_GmA,1.0,uUay753uMC8,54,9.0,2016-09-08,3763.0
Sports,UCzR0IZSjOCkrRhDxED3_GmA,0.0,06RY6qLVoU8,48,3.0,2015-02-18,695.0
Gaming,UCzQr2dWkS6T6xHRqYOMxQ7A,0.0,d8FPcnNzkoA,142,0.0,2017-11-11,58.0
Education,UCzQi6If9UOc7T_PSZoRFvjA,7.0,h1NPovKgSTo,250,56.0,2017-09-26,6510.0
People & Blogs,UCzQUP1qoWDoEbmsQxvdjxgQ,1900.0,4RyL6qqzp8o,9862,11909.0,2018-07-16,1523123.0
Entertainment,UCzQMI4gtB50HUYAZIa2z-Hg,464.0,3OIZ73Em3ys,603,38257.0,2019-08-30,413649.0
Entertainment,UCzQMI4gtB50HUYAZIa2z-Hg,811.0,RRFp26bw66w,793,16233.0,2019-07-26,1253022.0
Entertainment,UCzQMI4gtB50HUYAZIa2z-Hg,688.0,mpMCw0TPWPY,1212,13564.0,2018-07-24,1611212.0
News & Politics,UCzQ9rowk93wmA6cX8uyp20A,2.0,TpzuAsJCkvw,186,31.0,2018-12-17,324.0
People & Blogs,UCzQ5JiuXVX3enojkU3Plalw,9.0,QW06N8pOHdA,327,490.0,2017-03-08,21053.0
Gaming,UCzOxluuJSJmFOWGefGfnnpg,2.0,656knsd1bBM,12776,115.0,2019-06-22,1283.0
Autos & Vehicles,UCzOwbwoOlbsms1CBn9mPHeg,11.0,2rVgX4thsRc,359,137.0,2013-07-23,53719.0
Howto & Style,UCzOuGtenTx9oDi5Bvxg7L_Q,5.0,iPkTv9oo09k,330,214.0,2013-07-09,33537.0
Entertainment,UCzOrpRAPhzLet9lCv1unRqw,2.0,kED1jxe15ac,2412,2.0,2019-03-24,105.0
News & Politics,UCzOrpRAPhzLet9lCv1unRqw,8.0,BsrU588C07A,659,74.0,2019-03-02,6281.0
Autos & Vehicles,UCzOjMWpYp4v0_A8DVsonmqg,3.0,ahy7LJ6xpTM,490,6.0,2011-04-18,1046.0
Howto & Style,UCzOgyJNpfmPsdqoozjXMevQ,7.0,k5C2bWi6xtE,272,96.0,2018-12-30,2731.0
Education,UCzOdB9E4MwgxU0fhcHmlzHQ,0.0,xunchUlkf0U,2006,29.0,2019-08-27,572.0
Education,UCzOdB9E4MwgxU0fhcHmlzHQ,11.0,is4dNEGlGu0,1084,202.0,2019-06-15,7686.0
Music,UCzNtNcKsSe-IKyOtjUeoRNA,3.0,y4-z6JvFkbA,349,20.0,2014-06-19,1584.0
Film & Animation,UCzNmK5KgzTTq3fz9XxXIxWw,177.0,CSOcMC_l0Io,369,6249.0,2016-09-21,205648.0
Gaming,UCzNm0QQc1rBHFQ_eGMFG_Ug,0.0,0drs1-MYNhs,199,2.0,2019-06-07,41.0
Entertainment,UCzNhowpzT4AwyIW7Unk_B5Q,6.0,yL2QCB7G4eU,1023,188.0,2013-02-06,17413.0
Entertainment,UCzNhowpzT4AwyIW7Unk_B5Q,14.0,GkPJbh-GndQ,985,990.0,2012-10-11,79816.0
Gaming,UCzNhowpzT4AwyIW7Unk_B5Q,19.0,DtbbAaQD_Qg,250,212.0,2013-04-12,12328.0
Entertainment,UCzNhowpzT4AwyIW7Unk_B5Q,132.0,24nvshxx5d0,732,5059.0,2013-04-08,512170.0
Gaming,UCzNhowpzT4AwyIW7Unk_B5Q,95.0,enLjeg0BOEM,2587,2193.0,2017-03-27,267438.0
Gaming,UCzNhowpzT4AwyIW7Unk_B5Q,33.0,2aBDHlXTK_o,1893,868.0,2015-03-14,76146.0
Gaming,UCzNhowpzT4AwyIW7Unk_B5Q,32.0,COd9jcRBpKo,685,509.0,2012-06-09,41843.0
Gaming,UCzNhowpzT4AwyIW7Unk_B5Q,6.0,avRsm5iYlTM,1064,258.0,2011-12-21,16290.0
Film & Animation,UCzNWVDZQ55bjq8uILZ7_wyQ,52.0,WESuA29rCKc,656,485.0,2017-06-05,94633.0
Film & Animation,UCzNWVDZQ55bjq8uILZ7_wyQ,47.0,kJkkW0jN8DU,145,363.0,2016-06-12,43103.0
Film & Animation,UCzNWVDZQ55bjq8uILZ7_wyQ,15.0,oz7hfizBDTM,62,209.0,2015-07-27,11956.0
Film & Animation,UCzNWVDZQ55bjq8uILZ7_wyQ,14.0,IN8fE2rE71w,93,21.0,2014-01-08,10004.0
Music,UCzNUL-Wku7y3mCJSVp3ntug,0.0,xw7zZqyXBSk,212,17.0,2013-06-29,1113.0
Entertainment,UCzNR_SA6JRPU0wao7_Gn7_g,0.0,7adMZ5Tbzlk,77,152.0,2013-12-13,2652.0
Entertainment,UCzNR_SA6JRPU0wao7_Gn7_g,4.0,lH6IhKjRUCA,69,156.0,2011-10-10,9276.0
Science & Technology,UCzNAswnSN0rZy79clU-DRPg,573.0,6OEFxc3zTls,73,13546.0,2009-07-03,4700016.0
Gaming,UCzN-3W9Sqf4Vx7nz46PcQEA,0.0,BhP1qJ9jsNk,729,2.0,2012-10-16,278.0
Gaming,UCzN-3W9Sqf4Vx7nz46PcQEA,1.0,lRVvjbfb0fU,251,16.0,2010-03-02,2422.0
Gaming,UCzN-3W9Sqf4Vx7nz46PcQEA,0.0,p91QlElQxeI,599,7.0,2010-02-17,621.0
Gaming,UCzN-3W9Sqf4Vx7nz46PcQEA,0.0,cedKWVfjPlg,46,3.0,2008-09-15,2143.0
Gaming,UCzN-3W9Sqf4Vx7nz46PcQEA,0.0,K5cn5dAkS5I,804,35.0,2019-07-16,1269.0
Music,UCzMonULlTs_oCAsbTwrHqYA,3.0,6RdpuZwoDkQ,366,10.0,2017-01-01,502.0
Music,UCzMonULlTs_oCAsbTwrHqYA,0.0,QT6aG68NBPo,275,1.0,2012-09-04,749.0
Music,UCzMonULlTs_oCAsbTwrHqYA,0.0,4tHq_mccR9I,167,30.0,2011-09-28,2282.0
Education,UCzMV_BNHRP71kMA7ZZ95MaA,189.0,MabuvMyJ9-4,753,2597.0,2018-08-28,162326.0
Gaming,UCzMU4bxetVvbSNDQAWw_0dQ,8.0,5XyINwtgnXY,1079,503.0,2019-06-12,6760.0
Music,UCzMHdJmvIH4vuT2PHQGPLUQ,0.0,yjVvmUtQOX0,313,1.0,2012-05-12,549.0
Science & Technology,UCzLl8NF-hiP2HMq5dL2NQOQ,1.0,eTVHKKbOKZU,456,64.0,2014-09-05,6018.0
Science & Technology,UCzLaQ6eeTVuAltzTrN7fzyg,8.0,RF1ikIHEN1g,281,101.0,2014-10-20,21803.0
Science & Technology,UCzLaQ6eeTVuAltzTrN7fzyg,2.0,Pzr91ms-mlo,129,23.0,2014-04-27,673.0
Autos & Vehicles,UCzLJe0r0Wur7YAsD_RlQC3w,2.0,FvGg0_IqcV4,430,70.0,2019-08-31,1104.0
Autos & Vehicles,UCzLJe0r0Wur7YAsD_RlQC3w,2.0,-ftpdhccDng,241,106.0,2018-12-22,5852.0
Autos & Vehicles,UCzLJe0r0Wur7YAsD_RlQC3w,9.0,H52ZGpXW0j4,615,151.0,2018-06-26,14977.0
Sports,UCzLDrufzDTIQX_F20r0EiMA,0.0,hpZvFJENxvs,1574,14.0,2014-07-22,1659.0
Sports,UCzLDrufzDTIQX_F20r0EiMA,10.0,Qs8BMLIzb7E,7551,92.0,2019-01-07,5567.0
Music,UCzL6rJhkoXkIt0fCv9T9_uA,42.0,iHmiSqh5KQs,33,270.0,2019-08-10,21610.0
Gaming,UCzL481dt5_IehHAN9lBtEng,0.0,BjKMkCvS1fM,793,0.0,2017-09-23,18.0
Science & Technology,UCzKvLgtTMGjYOKNlh12b08w,7.0,LDljD8LM9yQ,1254,27.0,2017-06-28,1970.0
Music,UCzKuLhIhf1x_Ys-CwKMdG-A,0.0,Az5dbE9UpiA,538,5.0,2016-12-25,525.0
Education,UCzKWILdrVl8ZEcDzaH4kl_A,2499.0,IjDI04Q2ezo,404,6557.0,2014-07-31,3672285.0
Entertainment,UCzKVZcwsxOUlodqqVNh8Few,,IKOdPes4CgU,141,,2017-12-20,22436.0
Entertainment,UCzKVZcwsxOUlodqqVNh8Few,,qhzDY-_NAJ0,201,,2017-10-15,12564.0
Entertainment,UCzKVZcwsxOUlodqqVNh8Few,,_dHf0boEpjI,472,,2017-04-15,185195.0
Entertainment,UCzKVZcwsxOUlodqqVNh8Few,1.0,0SpCHpmClc4,165,5.0,2019-07-17,816.0
Entertainment,UCzKVZcwsxOUlodqqVNh8Few,2.0,N9g--wanCd4,208,9.0,2019-03-08,653.0
Entertainment,UCzKVZcwsxOUlodqqVNh8Few,90.0,Fc9L7e2dqbk,398,941.0,2018-08-05,113227.0
Entertainment,UCzKVZcwsxOUlodqqVNh8Few,257.0,_E7oTdpvmQA,713,63.0,2018-07-23,8811.0
Entertainment,UCzKVZcwsxOUlodqqVNh8Few,0.0,Wn28HD2EgsY,1293,2.0,2018-05-31,177.0
Music,UCzJy4vdGKx6gzP782-5buOQ,0.0,5FJSzittNVw,156,26.0,2018-07-23,1153.0
Music,UCzJy4vdGKx6gzP782-5buOQ,1.0,BLAesG2_Fiw,298,10.0,2018-04-11,757.0
Music,UCzJy4vdGKx6gzP782-5buOQ,1.0,bGALR6C1tq4,373,20.0,2018-02-23,641.0
Music,UCzJy4vdGKx6gzP782-5buOQ,0.0,PzZze-c2c8s,228,18.0,2016-07-05,1381.0
Entertainment,UCzJu-7z7kVW71gfLWUe7Ahw,,Y1gR9ADiVLY,52,,2019-03-26,635.0
Autos & Vehicles,UCzJu-7z7kVW71gfLWUe7Ahw,4.0,fs4wpC26g04,247,48.0,2018-06-07,1575.0
Gaming,UCzJfHSq1nfJknVLOrqPx_lg,0.0,AlEi77oXJgk,666,3.0,2018-10-24,106.0
Gaming,UCzJfHSq1nfJknVLOrqPx_lg,0.0,xD-1ugHhbBI,6829,1.0,2018-06-04,40.0
Gaming,UCzJfHSq1nfJknVLOrqPx_lg,0.0,vReHRcoAa54,1487,0.0,2017-02-16,23.0
Gaming,UCzJM7v8ZDwujyBZhjdRNDKA,28.0,Q17U-Kfma28,460,54.0,2018-05-09,28526.0
Music,UCzIt30ovq2yniznNGSqhOvA,0.0,QeU48eZYIPo,9,0.0,2015-01-31,261.0
Entertainment,UCzIroQ2ox0fnGOt2CuxpigQ,0.0,H4KnZzL70vQ,931,2.0,2014-11-08,317.0
Sports,UCzInURHrtSH7208Mf1HVqUA,0.0,GrfCS9mggxs,245,10.0,2018-07-10,892.0
Sports,UCzInURHrtSH7208Mf1HVqUA,0.0,q4vQpuTl478,75,8.0,2017-09-11,328.0
Gaming,UCzIiqy_lLxeMj7-Szjg8NFA,6.0,SFGE_axrFJs,1861,342.0,2016-11-11,11277.0
Gaming,UCzIVHVDqZmvqFiTud7cILnw,7.0,vhrw-xNOgU0,2908,154.0,2013-08-15,8583.0
Gaming,UCzIVHVDqZmvqFiTud7cILnw,25.0,LxcnN5BoJ5g,1344,674.0,2019-02-06,27927.0
Gaming,UCzIVHVDqZmvqFiTud7cILnw,42.0,GfX9dPr9biI,11174,612.0,2017-05-19,22062.0
People & Blogs,UCzIChrZzWT0wjH66Ey0TIXQ,15.0,69LkwqYXH7g,60,347.0,2017-10-24,19444.0
Gaming,UCzIA35-ey-2c6AvAXOUF3aA,30.0,8DPgbsuZUPE,684,802.0,2016-07-15,15143.0
Gaming,UCzIA35-ey-2c6AvAXOUF3aA,1.0,-FrwqaRz06A,509,35.0,2014-08-05,1639.0
Entertainment,UCzI73MXvMNesn7TlnQo8IgA,10.0,bK-vblpSKHk,351,369.0,2014-02-12,33726.0
Film & Animation,UCzI2mrHQdamwoxRfabRQO0w,11.0,LoH5pyPvPq8,150,367.0,2019-03-22,17879.0
Entertainment,UCzHkx1mLd0osZ1C2tPu8DoQ,8.0,k1JXXmSGjaU,118,253.0,2017-07-21,8039.0
People & Blogs,UCzHMZLdBOMINSHW6exyDPuA,4.0,Go4kZvrv0KY,517,22.0,2017-09-29,1996.0
Gaming,UCzHH7HnQIX5F3vQLLayfj4w,72.0,vqK1ziBswI4,1384,514.0,2017-03-22,35966.0
Entertainment,UCzHA6WFM3WbkRfDZe1qniXQ,3.0,DZw-ZlOqXsg,415,107.0,2017-11-25,3491.0
Music,UCzH6Fc7Ba-S4U83P5ZR6dLA,9.0,axtta6UgQ9A,99,195.0,2017-07-08,6918.0
Music,UCzH6Fc7Ba-S4U83P5ZR6dLA,5.0,ISWuHwUUJIk,285,97.0,2016-10-11,3281.0
Gaming,UCzH3sYjz7qi6o1HFPRD0HCQ,39.0,ZBJEDJA2tK4,470,1540.0,2019-03-28,32595.0
Entertainment,UCzH3sYjz7qi6o1HFPRD0HCQ,40.0,I86cWDOScrw,13368,1382.0,2016-04-02,56157.0
Gaming,UCzH3sYjz7qi6o1HFPRD0HCQ,18.0,p1ODD4KYBd4,135,409.0,2015-12-07,11071.0
Comedy,UCzH3iADRIq1IJlIXjfNgTpA,93.0,YupXUIuqR5o,175,5310.0,2019-04-25,141310.0
Film & Animation,UCzH3iADRIq1IJlIXjfNgTpA,287.0,06PS294C2w4,198,32208.0,2018-03-03,1182768.0
Gaming,UCzH3iADRIq1IJlIXjfNgTpA,163.0,VuSdM10mln4,147,12376.0,2015-06-18,380391.0
Gaming,UCzH3iADRIq1IJlIXjfNgTpA,123.0,rMQksu_3-qE,579,7797.0,2015-05-20,557844.0
Film & Animation,UCzH3iADRIq1IJlIXjfNgTpA,33.0,XqJ9TZeNdwU,126,1430.0,2010-09-13,453117.0
Gaming,UCzH249f0MYq_JPbFcJ9HduQ,18.0,1BLDp2oJPd8,225,1078.0,2017-09-17,26396.0
Gaming,UCzH1lp4uy---RvNd1a_tZmw,0.0,16DzELgBrXc,238,46.0,2010-09-12,10322.0
Gaming,UCzH1lp4uy---RvNd1a_tZmw,2.0,8-i7bw1P5us,1063,7.0,2016-10-28,1151.0
Music,UCzH1ebQRhLJe0Yx4xayGUlA,82.0,ghMqj5N_ZsY,7619,185.0,2019-09-29,39534.0
People & Blogs,UCzH-UT7eOGpsMC_al8ZQmOQ,8.0,KBa4ZuVqFz4,360,2442.0,2017-09-03,34150.0
Education,UCzGwq0bZp0echSzCx0rjTFg,2.0,ZY65rWEnl4Q,269,59.0,2017-09-21,10243.0
People & Blogs,UCzGjwT14o5LImA-KAYjVj_w,2.0,tZ2oqLjAPwI,319,34.0,2017-06-13,605.0
People & Blogs,UCzGjwT14o5LImA-KAYjVj_w,9.0,3_cGKyzKcLE,64,164.0,2016-10-08,16080.0
People & Blogs,UCzGjwT14o5LImA-KAYjVj_w,1.0,fxkNKmWrV_c,160,5.0,2014-08-17,241.0
People & Blogs,UCzGiDDKdphJ0GFvEd82WfYQ,0.0,ezkJ13MImmQ,167,25.0,2017-10-31,356.0
Howto & Style,UCzGbp-rRVNwyFhn9gHoZr5g,16.0,sCt7bt72b2s,1066,1286.0,2017-07-22,37497.0
Entertainment,UCzGbe7WmkQPW3gcbhN0G2gw,225.0,FC24a3nonkI,393,377.0,2018-11-09,127813.0
Entertainment,UCzGZhY57GE6fZXjMfTnjN3Q,0.0,mcP9mFuxqX4,329,9.0,2019-01-27,680.0
People & Blogs,UCzGS30rQy6ff4gGgzob_qSw,2.0,FN6Mcmk5qWk,265,10.0,2018-07-04,1350.0
Music,UCzGRRdjC-TdqNUVq8yHfSRw,0.0,KkcGzFHIpGc,60,3.0,2015-03-27,235.0
Gaming,UCzGMp30UCrr7MjVCya-fSgQ,5.0,mZ3XwgEMnBY,1975,34.0,2018-06-20,671.0
People & Blogs,UCzGBWlw8n9EnFCrFrlQ-C9A,3.0,Wxoqmmmh-bk,371,107.0,2014-06-02,16638.0
Music,UCzGAJ9kA4fcSgkU0MOwo-jQ,0.0,2qbzoZ5VgIg,161,1.0,2013-12-16,432.0
Nonprofits & Activism,UCzFso4CAgqfYCD6giOWrnlw,468.0,vNUWWLvf91A,331,1275.0,2018-12-12,220910.0
Howto & Style,UCzFYdOy8ysDnD3wWFWjOJtg,10.0,2dzGDS6QYSg,1465,153.0,2017-01-24,13335.0
Education,UCzFVqSMX3EuPGjA_WCnhy_A,1.0,JJ-smW8bAEc,6479,16.0,2017-09-08,728.0
People & Blogs,UCzFMeio3ZINk932qBIoiAJA,0.0,8rgBOPAs_7s,595,9.0,2009-10-11,1846.0
Education,UCzFMeio3ZINk932qBIoiAJA,0.0,v5atObsGQp4,342,33.0,2009-01-06,9238.0
Gaming,UCzFHr2_upWAC2qjJHiyELXA,10.0,Jf-oKOF94ik,923,412.0,2016-03-20,13233.0
Gaming,UCzFHr2_upWAC2qjJHiyELXA,8.0,8wGqPwOubp4,1184,621.0,2014-07-10,24813.0
Film & Animation,UCzF9i5KZdzZytqKoIg6KH1Q,3.0,XF2DwMLH2gg,12769,16.0,2018-09-11,2913.0
Film & Animation,UCzF9i5KZdzZytqKoIg6KH1Q,15.0,ZfvB4Rdhm_o,5845,43.0,2018-02-17,10651.0
Film & Animation,UCzF9i5KZdzZytqKoIg6KH1Q,2.0,7PFrKhm18ng,4040,12.0,2018-11-24,1355.0
Gaming,UCzF5oxzeidHOZzy4KK5nxCQ,35.0,c1rxTY7RKaU,361,1389.0,2018-08-11,56410.0
Gaming,UCzF5oxzeidHOZzy4KK5nxCQ,20.0,EZtsi3UqXhk,407,302.0,2016-09-13,29488.0
News & Politics,UCzF4Ryn8TKn64md77gS5Q5Q,0.0,Ervif04ehdA,83,6.0,2019-06-26,174.0
